,Standard name,Sc∆ essentiality,Sp∆ essentiality,Final usage in training,Unnamed: 0,id,chrom,start,end,Length,Hits,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,short name,description
1351,S000005086,NE,NE,Non essential,5232,YNL142W,chrXIV,357453,358952,1500,19,245,21,14,435,0.146,189,0.126,113,64,68,0.0753,0.1067,0.1133,MEP2,
1352,S000001725,NE,NE,Non essential,3853,YKR017C,chrXI,471694,473349,1656,10,174,4,20,331,0.091,541,0.327,173,63,65,0.1045,0.105,0.1083,HEL1,Histone E3 Ligase
1353,S000001724,NE,NE,Non essential,3852,YKR016W,chrXI,469717,471339,1623,11,213,31,6,348,0.09699999999999999,536,0.33,150,57,66,0.0924,0.095,0.11,MIC60,MItochondrial contact site and Cristae organizing system
1354,S000005401,NE,NE,Non essential,5597,YOL041C,chrXV,251267,252646,1380,13,171,8,13,288,0.16399999999999998,420,0.304,144,72,57,0.1043,0.12,0.095,NOP12,NucleOlar Protein
1355,S000005403,NE,NE,Non essential,5595,YOL043C,chrXV,248392,249534,1143,12,130,10,11,331,0.159,275,0.24100000000000002,99,60,56,0.0866,0.1,0.0933,NTG2,eNdonuclease Three-like Glycosylase
1356,S000004136,NE,NE,Non essential,4164,YLR146C,chrXII,432823,433725,903,3,16,0,4,180,0.092,622,0.6890000000000001,93,60,58,0.10300000000000001,0.1,0.0967,SPE4,SPErmidine auxotroph
1357,S000004134,NE,NE,Non essential,4162,YLR144C,chrXII,429677,432016,2340,12,193,12,0,175,0.147,932,0.39799999999999996,227,71,55,0.09699999999999999,0.1183,0.0917,ACF2,Assembly Complementing Factor
1358,S000004133,NE,NE,Non essential,4161,YLR143W,chrXII,427329,429386,2058,11,76,21,8,161,0.166,552,0.268,202,61,65,0.0982,0.1017,0.1083,DPH6,DiPHthamide biosynthesis
1359,S000005668,NE,NE,Non essential,5791,YOR142W,chrXV,593057,594046,990,8,119,22,21,234,0.17300000000000001,302,0.305,75,57,73,0.0758,0.095,0.1217,LSC1,Ligase of Succinyl-CoA
1360,S000005886,NE,NE,Non essential,6020,YOR359W,chrXV,1011189,1012760,1572,4,36,12,4,359,0.035,933,0.594,135,55,76,0.0859,0.0917,0.1267,VTS1,VTi1-2 Suppressor
1361,S000005666,NE,NE,Non essential,5789,YOR140W,chrXV,586981,589281,2301,24,483,37,11,341,0.153,474,0.20600000000000002,168,54,59,0.073,0.09,0.0983,SFL1,Suppressor gene for FLocculation
1362,S000005667,NE,NE,Non essential,5790,YOR141C,chrXV,589942,592587,2646,4,22,11,22,264,0.028999999999999998,1092,0.413,260,59,62,0.0983,0.0983,0.1033,ARP8,Actin-Related Protein
1363,S000005662,NE,NE,Non essential,5785,YOR136W,chrXV,580250,581359,1110,14,181,31,11,397,0.159,173,0.156,100,61,68,0.0901,0.1017,0.1133,IDH2,Isocitrate DeHydrogenase
1364,S000001547,NE,NE,Non essential,3768,YKL064W,chrXI,317764,320673,2910,32,457,47,12,537,0.102,326,0.11199999999999999,238,52,59,0.0818,0.0867,0.0983,MNR2,MaNganese Resistance
1365,S000003163,NE,NE,Non essential,2125,YGL195W,chrVII,131525,139543,8019,39,407,33,7,454,0.054000000000000006,948,0.11800000000000001,765,73,73,0.0954,0.1217,0.1217,GCN1,General Control Nonderepressible
1366,S000003743,NE,NE,Non essential,3220,YJL207C,chrX,41389,47433,6045,24,233,14,20,289,0.069,932,0.154,657,47,54,0.1087,0.0783,0.09,LAA1,Large AP-1 Accessory
1367,S000001237,NE,NE,Non essential,2924,YHR194W,chrVIII,488657,490396,1740,14,92,13,12,191,0.21100000000000002,489,0.281,151,51,63,0.0868,0.085,0.105,MDM31,Mitochondrial Distribution and Morphology
1368,S000002705,NE,NE,Non essential,1327,YDR297W,chrIV,1056551,1057600,1050,13,136,33,23,244,0.254,209,0.19899999999999998,91,40,75,0.0867,0.0667,0.125,SUR2,SUppressor of Rvs161 and rvs167 mutations
1369,S000001750,NE,NE,Non essential,3879,YKR042W,chrXI,519527,520624,1098,24,426,38,35,573,0.191,208,0.18899999999999997,67,44,56,0.061,0.0733,0.0933,UTH1,yoUTH
1370,S000002608,NE,NE,Non essential,1229,YDR200C,chrIV,854279,856093,1815,3,25,22,0,198,0.042,1613,0.889,169,71,64,0.0931,0.1183,0.1067,VPS64,Vacuolar Protein Sorting
1371,S000006283,NE,NE,Non essential,6437,YPR079W,chrXVI,698869,700014,1146,20,250,24,43,432,0.20199999999999999,441,0.385,83,71,57,0.0724,0.1183,0.095,MRL1,Mannose 6-phosphate Receptor Like
1372,S000001941,NE,NE,Non essential,2041,YFR045W,chrVI,241998,242999,1002,8,57,15,3,223,0.179,197,0.19699999999999998,103,59,59,0.1028,0.0983,0.0983,,
1373,S000001940,NE,NE,Non essential,2040,YFR044C,chrVI,239992,241437,1446,26,283,9,15,218,0.41200000000000003,207,0.14300000000000002,109,65,60,0.0754,0.1083,0.1,DUG1,Deficient in Utilization of Glutathione
1374,S000001944,NE,NE,Non essential,2044,YFR048W,chrVI,246146,248134,1989,14,73,17,17,396,0.08900000000000001,405,0.204,191,64,50,0.096,0.1067,0.0833,RMD8,Required for Meiotic nuclear Division
1375,S000004054,NE,NE,Non essential,4080,YLR064W,chrXII,265456,266277,822,11,84,20,8,282,0.237,384,0.467,80,60,61,0.0973,0.1,0.1017,PER33,"Pore and ER protein, 33 kDa"
1376,S000003768,NE,NE,Non essential,3442,YJR008W,chrX,452430,453446,1017,33,582,31,8,397,0.409,174,0.171,90,61,49,0.0885,0.1017,0.0817,MHO1,Memo HOmolog
1377,S000000047,NE,NE,Non essential,24,YAL049C,chrI,51855,52595,741,7,61,2,15,305,0.155,229,0.309,57,68,56,0.0769,0.1133,0.0933,AIM2,Altered Inheritance rate of Mitochondria
1378,S000003765,NE,NE,Non essential,3438,YJR005W,chrX,445923,448025,2103,11,164,29,3,482,0.054000000000000006,410,0.195,208,66,50,0.0989,0.11,0.0833,APL1,clathrin Adaptor Protein complex Large chain
1379,S000003744,NE,NE,Non essential,3219,YJL208C,chrX,40194,41183,990,8,60,2,10,271,0.149,376,0.38,77,58,56,0.0778,0.0967,0.0933,NUC1,NUClease
1380,S000002742,NE,NE,Non essential,1367,YDR334W,chrIV,1135932,1140476,4545,15,72,31,22,235,0.07,826,0.182,450,62,62,0.099,0.1033,0.1033,SWR1,SWi2/snf2-Related
1381,S000002576,NE,NE,Non essential,1193,YDR169C,chrIV,792348,793889,1542,8,420,9,40,151,0.172,334,0.217,135,70,64,0.0875,0.1167,0.1067,STB3,Sin Three Binding protein
1382,S000003011,NE,NE,Non essential,2280,YGL043W,chrVII,417483,418412,930,8,75,10,16,389,0.111,351,0.377,84,64,47,0.0903,0.1067,0.0783,DST1,DNA Strand Transfer
1383,S000006062,NE,NE,Non essential,6209,YPL141C,chrXVI,283464,286061,2598,16,169,20,31,307,0.1,652,0.251,225,78,63,0.0866,0.13,0.105,FRK1,Fatty acyl-CoA synthetase and RNA processing-associated Kinase
1384,S000006066,NE,NE,Non essential,6205,YPL145C,chrXVI,278395,279699,1305,8,160,7,30,324,0.095,425,0.326,112,67,48,0.0858,0.1117,0.08,KES1,KrE11-1 Suppressor
1385,S000003018,NE,NE,Non essential,2274,YGL050W,chrVII,405776,406597,822,7,52,40,3,374,0.114,169,0.20600000000000002,65,60,47,0.0791,0.1,0.0783,TYW3,Trna-YW synthesizing protein
1386,S000006069,NE,NE,Non essential,6202,YPL148C,chrXVI,272294,272815,522,3,9,5,26,262,0.11,305,0.584,46,54,69,0.0881,0.09,0.115,PPT2,Phosphopantetheine:Protein Transferase
1387,S000006068,NE,NE,Non essential,6203,YPL147W,chrXVI,273255,275867,2613,10,60,27,7,288,0.066,768,0.294,261,63,62,0.0999,0.105,0.1033,PXA1,PeroXisomal ABC-transporter
1388,S000003495,NE,NE,Non essential,2601,YGR263C,chrVII,1017967,1019241,1275,14,230,5,6,322,0.171,553,0.434,123,55,61,0.0965,0.0917,0.1017,SAY1,Steryl Acetyl hYdrolase
1389,S000003490,NE,NE,Non essential,2596,YGR258C,chrVII,1007671,1010766,3096,26,520,23,27,392,0.107,579,0.187,269,47,45,0.0869,0.0783,0.075,RAD2,RADiation sensitivity
1390,S000003493,NE,NE,Non essential,2599,YGR261C,chrVII,1014321,1016750,2430,9,42,8,8,326,0.057,881,0.363,237,64,54,0.0975,0.1067,0.09,APL6,clathrin Adaptor Protein complex Large chain
1391,S000002783,NE,NE,Non essential,1412,YDR375C,chrIV,1225166,1226536,1371,3,25,17,12,261,0.042,575,0.419,117,65,55,0.0853,0.1083,0.0917,BCS1,ubiquinol-cytochrome c reductase (bc1) Synthesis
1392,S000005689,NE,NE,Non essential,5815,YOR163W,chrXV,642741,643307,567,7,27,27,14,273,0.226,310,0.547,50,57,71,0.0882,0.095,0.1183,DDP1,Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase
1393,S000002780,NE,NE,Non essential,1408,YDR372C,chrIV,1221112,1222149,1038,1,19,3,9,230,0.021,775,0.747,101,76,63,0.0973,0.1267,0.105,VPS74,Vacuolar Protein Sorting
1394,S000001249,NE,NE,Non essential,2937,YHR206W,chrVIII,512732,514600,1869,10,140,19,4,329,0.081,488,0.261,187,51,69,0.1001,0.085,0.115,SKN7,Suppressor of Kre Null
1395,S000003882,NE,NE,Non essential,3553,YJR121W,chrX,647607,649142,1536,2,18,19,25,443,0.015,1263,0.8220000000000001,120,40,54,0.0781,0.0667,0.09,ATP2,ATP synthase
1396,S000002602,NE,NE,Non essential,1222,YDR194C,chrIV,845952,847946,1995,3,6,7,13,181,0.042,917,0.46,198,75,54,0.0992,0.125,0.09,MSS116,Mitochondrial Splicing System
1397,S000002572,NE,NE,Non essential,1189,YDR165W,chrIV,784871,786205,1335,6,88,19,6,142,0.158,474,0.355,146,56,70,0.1094,0.0933,0.1167,TRM82,Transfer RNA Methyltransferase
1398,S000000046,NE,NE,Non essential,25,YAL048C,chrI,52801,54789,1989,18,95,11,5,297,0.152,910,0.45799999999999996,171,54,68,0.086,0.09,0.1133,GEM1,GTPase EF-hand protein of Mitochondria
1399,S000003880,NE,NE,Non essential,3551,YJR119C,chrX,644304,646490,2187,26,351,1,41,466,0.128,408,0.187,234,63,48,0.107,0.105,0.08,JHD2,JmjC domain-containing Histone Demethylase
1400,S000002408,NE,NE,Non essential,1019,YDR001C,chrIV,450220,452475,2256,79,1781,33,34,565,0.31,198,0.08800000000000001,199,72,57,0.0882,0.12,0.095,NTH1,Neutral TreHalase
1401,S000001117,NE,NE,Non essential,2792,YHR075C,chrVIII,248439,249641,1203,15,134,0,12,195,0.32,374,0.311,110,66,62,0.0914,0.11,0.1033,PPE1,Phosphoprotein Phosphatase methylEsterase
1402,S000000040,NE,NE,Non essential,34,YAL042W,chrI,61316,62563,1248,15,153,6,10,345,0.174,234,0.188,85,53,50,0.0681,0.0883,0.0833,ERV46,ER Vesicle
1403,S000003886,NE,NE,Non essential,3557,YJR125C,chrX,654737,655963,1227,9,58,10,16,421,0.087,482,0.39299999999999996,105,72,67,0.0856,0.12,0.1117,ENT3,Epsin N-Terminal homology
1404,S000003887,NE,NE,Non essential,3558,YJR126C,chrX,656254,658689,2436,17,136,17,9,460,0.076,445,0.183,223,64,60,0.0915,0.1067,0.1,VPS70,Vacuolar Protein Sorting
1405,S000007626,NE,NE,Non essential,5548,YOL086W-A,chrXV,159173,159445,273,16,280,28,5,382,0.767,68,0.249,20,54,63,0.0733,0.09,0.105,MHF1,Mph1-associated Histone-Fold protein
1406,S000002456,NE,NE,Non essential,1071,YDR049W,chrIV,553254,555152,1899,8,20,15,12,472,0.045,727,0.38299999999999995,168,63,80,0.0885,0.105,0.1333,VMS1,VCP/Cdc48-associated Mitochondrial Stress-responsive
1407,S000000932,NE,NE,Non essential,1842,YER130C,chrV,421115,422446,1332,31,435,8,51,395,0.295,210,0.158,138,70,41,0.1036,0.1167,0.0683,COM2,Cousin of Msn2
1408,S000000930,NE,NE,Non essential,1840,YER128W,chrV,415859,416470,612,6,62,7,17,334,0.147,271,0.44299999999999995,53,52,71,0.0866,0.0867,0.1183,VFA1,Vps Four-Associated
1409,S000000936,NE,NE,Non essential,1847,YER134C,chrV,437267,437803,537,7,45,3,11,306,0.213,302,0.562,55,70,68,0.1024,0.1167,0.1133,,
1410,S000003733,NE,NE,Non essential,3230,YJL197W,chrX,63805,67569,3765,33,284,20,16,474,0.092,612,0.163,359,50,57,0.0954,0.0833,0.095,UBP12,UBiquitin-specific Protease
1411,S000005458,NE,NE,Non essential,5535,YOL098C,chrXV,132725,135838,3114,19,221,4,29,251,0.122,470,0.151,320,64,57,0.1028,0.1067,0.095,SDD3,Suppressor of Degenerative Death
1412,S000002288,NE,NE,Non essential,883,YDL130W,chrIV,229906,230527,622,15,80,33,39,635,0.19,243,0.391,49,56,57,0.0788,0.0933,0.095,RPP1B,Ribosomal Protein P1 Beta
1413,S000003620,NE,NE,Non essential,3347,YJL084C,chrX,274862,278002,3141,23,261,3,24,249,0.147,340,0.10800000000000001,297,62,60,0.0946,0.1033,0.1,ALY2,Arrestin-Like Yeast protein
1414,S000000673,NE,NE,Non essential,723,YCR077C,chrIII,250238,252628,2391,24,330,11,12,226,0.222,563,0.235,200,52,40,0.0836,0.0867,0.0667,PAT1,Protein Associated with Topoisomerase II
1415,S000001118,NE,NE,Non essential,2793,YHR076W,chrVIII,251101,252225,1125,11,98,9,2,207,0.23600000000000002,183,0.163,96,56,62,0.0853,0.0933,0.1033,PTC7,Phosphatase type Two C
1416,S000001119,NE,NE,Non essential,2794,YHR077C,chrVIII,252374,255756,3383,22,268,5,39,213,0.153,629,0.18600000000000003,380,63,57,0.1123,0.105,0.095,NMD2,Nonsense-mediated MRNA Decay
1417,S000001115,NE,NE,Non essential,2788,YHR073W,chrVIII,242582,245572,2991,11,56,12,9,216,0.085,801,0.268,254,55,67,0.0849,0.0917,0.1117,OSH3,OxySterol binding protein Homolog
1418,S000002721,NE,NE,Non essential,1343,YDR313C,chrIV,1089219,1090079,861,8,178,6,19,275,0.16899999999999998,230,0.267,69,64,50,0.0801,0.1067,0.0833,PIB1,PhosphatidylInositol(3)-phosphate Binding
1419,S000002722,NE,NE,Non essential,1344,YDR314C,chrIV,1090433,1092511,2079,12,335,21,15,263,0.11,459,0.221,210,53,57,0.10099999999999999,0.0883,0.095,RAD34,Homologous to RAD4
1420,S000004728,NE,NE,Non essential,4797,YMR121C,chrXIII,509734,510348,615,9,112,37,76,488,0.15,194,0.315,48,58,52,0.078,0.0967,0.0867,RPL15B,Ribosomal Protein of the Large subunit
1421,S000004727,NE,NE,Non essential,4796,YMR120C,chrXIII,507502,509280,1779,27,379,5,36,523,0.145,276,0.155,142,55,61,0.0798,0.0917,0.1017,ADE17,ADEnine
1422,S000004724,NE,NE,Non essential,4793,YMR118C,chrXIII,502144,502734,591,7,44,12,8,487,0.122,193,0.327,51,59,62,0.0863,0.0983,0.1033,SHH3,SDH3 Homolog
1423,S000004722,NE,NE,Non essential,4791,YMR116C,chrXIII,499456,500688,1233,21,294,16,36,380,0.22399999999999998,280,0.22699999999999998,90,61,69,0.073,0.1017,0.115,ASC1,Absence of growth Suppressor of Cyp1
1424,S000004721,NE,NE,Non essential,4790,YMR115W,chrXIII,497704,499209,1506,14,203,12,19,327,0.142,626,0.41600000000000004,133,46,53,0.0883,0.0767,0.0883,MGR3,Mitochondrial Genome Required
1425,S000002723,NE,NE,Non essential,1345,YDR315C,chrIV,1092741,1093586,846,0,0,16,12,204,0.0,846,1.0,81,61,64,0.0957,0.1017,0.1067,IPK1,Inositol Polyphosphate Kinase
1426,S000005098,NE,NE,Non essential,5218,YNL154C,chrXIV,343636,345276,1641,21,579,20,28,576,0.111,215,0.131,133,74,63,0.081,0.1233,0.105,YCK2,Yeast Casein Kinase
1427,S000005097,NE,NE,Non essential,5219,YNL153C,chrXIV,345669,346058,390,6,106,24,6,603,0.128,212,0.544,30,62,51,0.0769,0.1033,0.085,GIM3,Gene Involved in Microtubule biogenesis
1428,S000001717,NE,NE,Non essential,3845,YKR009C,chrXI,454352,457054,2703,34,449,10,19,424,0.14800000000000002,476,0.17600000000000002,249,82,60,0.0921,0.1367,0.1,FOX2,Fatty acid OXidation
1429,S000002724,NE,NE,Non essential,1346,YDR316W,chrIV,1093763,1095178,1416,16,138,5,40,211,0.268,510,0.36,134,64,72,0.0946,0.1067,0.12,OMS1,OXA1 Multicopy Suppressor
1430,S000005419,NE,NE,Non essential,5579,YOL058W,chrXV,219211,220473,1263,19,192,55,14,469,0.16,318,0.252,93,49,62,0.0736,0.0817,0.1033,ARG1,ARGinine requiring
1431,S000005412,NE,NE,Non essential,5586,YOL052C,chrXV,232446,233636,1191,14,95,69,50,422,0.139,456,0.38299999999999995,96,48,51,0.0806,0.08,0.085,SPE2,SPErmidine auxotroph
1432,S000005416,NE,NE,Non essential,5582,YOL055C,chrXV,224420,226075,1656,18,122,5,13,594,0.091,525,0.317,149,73,52,0.09,0.1217,0.0867,THI20,THIamine metabolism
1433,S000005415,NE,NE,Non essential,5583,YOL054W,chrXV,228614,229834,1221,10,77,19,22,453,0.09,410,0.336,107,69,57,0.0876,0.115,0.095,PSH1,Pob3/Spt16 Histone associated
1434,S000001392,NE,NE,Non essential,3006,YIL130W,chrIX,102782,105676,2895,28,358,34,8,321,0.151,455,0.157,282,64,75,0.0974,0.1067,0.125,ASG1,Activator of Stress Genes
1435,S000001393,NE,NE,Non essential,3005,YIL131C,chrIX,100781,102235,1455,22,622,16,30,318,0.23800000000000002,333,0.22899999999999998,125,54,61,0.0859,0.09,0.1017,FKH1,ForK head Homolog
1436,S000001395,NE,NE,Non essential,3003,YIL133C,chrIX,98527,99416,890,21,263,6,45,346,0.341,234,0.263,84,65,54,0.0944,0.1083,0.09,RPL16A,Ribosomal Protein of the Large subunit
1437,S000001396,NE,NE,Non essential,3002,YIL134W,chrIX,97395,98330,936,8,31,24,10,360,0.11900000000000001,240,0.256,75,58,61,0.0801,0.0967,0.1017,FLX1,FLavin eXchange
1438,S000003848,NE,NE,Non essential,3518,YJR088C,chrX,586495,587373,879,7,48,16,12,350,0.114,276,0.314,92,55,55,0.1047,0.0917,0.0917,EMC2,ER Membrane protein Complex
1439,S000005895,NE,NE,Non essential,6029,YOR368W,chrXV,1026843,1028048,1206,13,261,13,6,232,0.23199999999999998,447,0.371,113,61,56,0.0937,0.1017,0.0933,RAD17,RADiation sensitive
1440,S000005670,NE,NE,Non essential,5793,YOR144C,chrXV,602717,605092,2376,12,151,6,9,141,0.179,1102,0.46399999999999997,238,71,48,0.1002,0.1183,0.08,ELG1,Enhanced Level of Genomic instability
1441,S000001570,NE,NE,Non essential,3743,YKL087C,chrXI,277189,277863,675,10,145,6,63,426,0.174,273,0.40399999999999997,52,59,54,0.077,0.0983,0.09,CYT2,CYTochrome-c1-heme-lyase
1442,S000005679,NE,NE,Non essential,5802,YOR153W,chrXV,619840,624375,4536,62,978,75,22,332,0.20600000000000002,339,0.075,415,59,71,0.0915,0.0983,0.1183,PDR5,Pleiotropic Drug Resistance
1443,S000001577,NE,NE,Non essential,3736,YKL094W,chrXI,263349,264290,942,12,213,27,21,492,0.129,228,0.242,76,51,61,0.0807,0.085,0.1017,YJU3,
1444,S000002384,NE,NE,Non essential,782,YDL225W,chrIV,52445,54100,1656,7,21,16,13,332,0.064,715,0.43200000000000005,141,57,55,0.0851,0.095,0.0917,SHS1,Seventh Homolog of Septin
1445,S000002385,NE,NE,Non essential,781,YDL226C,chrIV,51115,52173,1059,6,36,10,13,329,0.086,463,0.43700000000000006,101,78,53,0.0954,0.13,0.0883,GCS1,Growth Cold Sensitive
1446,S000001011,NE,NE,Non essential,2675,YHL019C,chrVIII,67731,69548,1818,23,390,21,14,308,0.205,254,0.14,156,53,46,0.0858,0.0883,0.0767,APM2,clathrin Adaptor Protein complex Medium chain
1447,S000006272,NE,NE,Non essential,6425,YPR068C,chrXVI,682941,684353,1413,17,201,2,15,446,0.135,290,0.205,145,64,75,0.1026,0.1067,0.125,HOS1,Hda One Similar
1448,S000006273,NE,NE,Non essential,6426,YPR069C,chrXVI,684556,685437,882,4,15,17,23,524,0.043,362,0.41,88,70,70,0.0998,0.1167,0.1167,SPE3,SPErmidine auxotroph
1449,S000006276,NE,NE,Non essential,6429,YPR072W,chrXVI,690107,691789,1683,1,31,26,21,526,0.006,922,0.5479999999999999,192,57,71,0.1141,0.095,0.1183,NOT5,Negative On TATA
1450,S000006277,NE,NE,Non essential,6430,YPR073C,chrXVI,691933,692418,486,17,226,4,20,501,0.349,179,0.368,56,84,58,0.1152,0.14,0.0967,LTP1,Low molecular weight protein Tyrosine Phosphatase
1451,S000003719,NE,NE,Non essential,3245,YJL183W,chrX,84068,85336,1269,6,97,14,7,333,0.071,634,0.5,121,57,59,0.0954,0.095,0.0983,MNN11,MaNNosyltransferase
1452,S000003713,NE,NE,Non essential,3251,YJL177W,chrX,90786,91657,872,9,152,42,8,246,0.21,353,0.405,82,53,69,0.094,0.0883,0.115,RPL17B,Ribosomal Protein of the Large subunit
1453,S000001016,NE,NE,Non essential,2669,YHL024W,chrVIII,56649,58790,2142,34,381,39,7,501,0.158,327,0.153,197,41,67,0.092,0.0683,0.1117,RIM4,Regulator of IME2
1454,S000003022,NE,NE,Non essential,2270,YGL054C,chrVII,400871,401287,417,4,53,16,24,335,0.14300000000000002,216,0.518,46,64,52,0.1103,0.1067,0.0867,ERV14,ER Vesicle
1455,S000001014,NE,NE,Non essential,2671,YHL022C,chrVIII,62961,64157,1197,15,197,11,2,415,0.151,374,0.312,113,71,66,0.0944,0.1183,0.11,SPO11,SPOrulation
1456,S000001023,NE,NE,Non essential,2661,YHL031C,chrVIII,38815,39486,672,1,7,36,28,385,0.019,669,0.996,51,55,64,0.0759,0.0917,0.1067,GOS1,GOlgi Snare
1457,S000003754,NE,NE,Non essential,3209,YJL218W,chrX,21973,22563,591,5,38,13,20,173,0.245,189,0.32,50,63,59,0.0846,0.105,0.0983,,
1458,S000002562,NE,NE,Non essential,1179,YDR155C,chrIV,768512,769000,489,15,186,49,41,308,0.498,93,0.19,41,66,40,0.0838,0.11,0.0667,CPR1,Cyclosporin A-sensitive Proline Rotamase
1459,S000001232,NE,NE,Non essential,2918,YHR189W,chrVIII,484028,484600,573,1,9,0,1,143,0.061,451,0.787,39,39,44,0.0681,0.065,0.0733,PTH1,Peptidyl-Trna Hydrolase
1460,S000003727,NE,NE,Non essential,3237,YJL191W,chrX,73787,74611,825,54,1564,19,16,429,0.763,118,0.14300000000000002,72,58,64,0.0873,0.0967,0.1067,RPS14B,Ribosomal Protein of the Small subunit
1461,S000000541,NE,NE,Non essential,609,YCL036W,chrIII,59026,60726,1701,25,283,16,23,362,0.203,276,0.162,122,44,65,0.0717,0.0733,0.1083,GFD2,Great for Full DEAD box protein activity
1462,S000000544,NE,NE,Non essential,606,YCL039W,chrIII,52645,54882,2238,15,103,38,5,347,0.09699999999999999,606,0.271,182,66,49,0.0813,0.11,0.0817,GID7,Glucose Induced Degradation deficient
1463,S000000897,NE,NE,Non essential,1807,YER095W,chrV,349980,351182,1203,6,20,15,18,403,0.062,514,0.42700000000000005,84,44,58,0.0698,0.0733,0.0967,RAD51,RADiation sensitive
1464,S000000893,NE,NE,Non essential,1801,YER091C,chrV,339864,342167,2304,50,552,14,69,467,0.23199999999999998,305,0.132,187,69,49,0.0812,0.115,0.0817,MET6,METhionine requiring
1465,S000000947,NE,NE,Non essential,1859,YER145C,chrV,460526,461740,1215,7,30,30,68,336,0.086,734,0.604,92,57,40,0.0757,0.095,0.0667,FTR1,Fe TRansporter
1466,S000000944,NE,NE,Non essential,1856,YER142C,chrV,455146,456036,891,7,99,2,19,256,0.153,447,0.502,96,57,60,0.1077,0.095,0.1,MAG1,3-MethylAdenine DNA Glycosylase
1467,S000000945,NE,NE,Non essential,1857,YER143W,chrV,456319,457605,1287,19,200,17,15,280,0.264,158,0.12300000000000001,107,61,62,0.0831,0.1017,0.1033,DDI1,DNA Damage Inducible
1468,S000006232,NE,NE,Non essential,6384,YPR028W,chrXVI,623527,624202,676,12,291,42,9,383,0.23199999999999998,206,0.305,52,54,60,0.0769,0.09,0.1,YOP1,YIP One Partner
1469,S000006233,NE,NE,Non essential,6385,YPR029C,chrXVI,624469,626967,2499,14,95,13,28,396,0.071,336,0.134,259,51,53,0.1036,0.085,0.0883,APL4,clathrin Adaptor Protein complex Large chain
1470,S000000764,NE,NE,Non essential,1638,YEL038W,chrV,80462,81145,684,10,108,31,6,422,0.17300000000000001,188,0.275,58,49,55,0.0848,0.0817,0.0917,UTR4,Unidentified TRanscript
1471,S000000762,NE,NE,Non essential,1640,YEL036C,chrV,83050,84552,1503,1,5,13,79,433,0.008,884,0.588,100,59,44,0.0665,0.0983,0.0733,ANP1,ANP and osmotic sensitive
1472,S000000763,NE,NE,Non essential,1639,YEL037C,chrV,81407,82603,1197,7,129,7,12,418,0.07,620,0.518,83,65,49,0.0693,0.1083,0.0817,RAD23,RADiation sensitive
1473,S000000768,NE,NE,Non essential,1634,YEL042W,chrV,73771,75327,1557,20,189,17,31,522,0.12300000000000001,180,0.11599999999999999,141,68,60,0.0906,0.1133,0.1,GDA1,Guanosine DiphosphatAse
1474,S000002816,NE,NE,Non essential,1448,YDR408C,chrIV,1288215,1288859,645,11,144,15,36,354,0.24100000000000002,182,0.282,40,63,54,0.062,0.105,0.09,ADE8,ADEnine requiring
1475,S000002817,NE,NE,Non essential,1449,YDR409W,chrIV,1289406,1292120,2715,24,281,36,23,317,0.139,922,0.34,272,55,55,0.1002,0.0917,0.0917,SIZ1,SAP and mIZ-finger domain
1476,S000002818,NE,NE,Non essential,1450,YDR410C,chrIV,1292372,1293091,720,25,371,13,25,271,0.6409999999999999,142,0.19699999999999998,67,55,56,0.0931,0.0917,0.0933,STE14,STErile
1477,S000002819,NE,NE,Non essential,1451,YDR411C,chrIV,1293369,1294394,1026,20,238,28,5,279,0.349,164,0.16,73,64,57,0.0712,0.1067,0.095,DFM1,Der1-like Family Member
1478,S000002223,NE,NE,Non essential,951,YDL065C,chrIV,336249,337277,1029,7,46,6,4,255,0.133,341,0.331,107,55,59,0.10400000000000001,0.0917,0.0983,PEX19,PEroXisome related
1479,S000002224,NE,NE,Non essential,950,YDL066W,chrIV,334835,336121,1287,16,273,20,6,256,0.243,342,0.266,114,42,62,0.0886,0.07,0.1033,IDP1,"Isocitrate Dehydrogenase, NADP-specific"
1480,S000005908,NE,NE,Non essential,6043,YOR381W,chrXV,1055545,1057680,2136,6,24,13,6,321,0.044000000000000004,689,0.32299999999999995,194,55,69,0.0908,0.0917,0.115,FRE3,Ferric REductase
1481,S000002236,NE,NE,Non essential,938,YDL078C,chrIV,315357,316388,1032,28,362,55,36,389,0.349,155,0.15,98,50,58,0.095,0.0833,0.0967,MDH3,Malate DeHydrogenase
1482,S000000366,NE,NE,Non essential,418,YBR162C,chrII,563203,564570,1368,31,569,10,35,469,0.242,236,0.17300000000000001,96,61,52,0.0702,0.1017,0.0867,TOS1,Target Of Sbf
1483,S000000367,NE,NE,Non essential,420,YBR163W,chrII,565723,567480,1758,16,103,32,4,345,0.132,394,0.22399999999999998,178,50,67,0.1013,0.0833,0.1117,EXO5,EXOnuclease V
1484,S000001244,NE,NE,Non essential,2932,YHR201C,chrVIII,499950,501143,1194,17,167,4,21,299,0.23800000000000002,394,0.33,121,40,76,0.1013,0.0667,0.1267,PPX1,
