,"id","Standard name","chrom","start","end","Length","Hits","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp","short name","description"
3095,"YKL156W","S000001639","chrXI",158613,159212,600,15,244,46,12,660,0.189,151,0.252,50,64,69,0.0833,0.1067,0.115,"RPS27A","Ribosomal Protein of the Small subunit"
3096,"YKL155C","S000001638","chrXI",159456,161342,1887,9,57,12,0,724,0.033,910,0.482,178,60,61,0.0943,0.1,0.1017,"RSM22","Ribosomal Small subunit of Mitochondria"
3097,"YKL154W","S000001637","chrXI",161601,162335,735,0,0,0,29,749,0,735,1,79,56,60,0.1075,0.0933,0.1,"SRP102","Signal Recognition Particle"
3098,"YKL152C","S000001635","chrXI",163642,164385,744,1,36,31,42,744,0.009,741,0.996,58,62,66,0.078,0.1033,0.11,"GPM1","Glycerate PhosphoMutase"
3099,"YKL151C","S000001634","chrXI",164917,165930,1014,36,1012,39,80,705,0.252,137,0.135,70,68,53,0.069,0.1133,0.0883,"NNR2","Nicotinamide Nucleotide Repair"
3100,"YKL150W","S000001633","chrXI",166400,167452,1053,53,1058,70,11,663,0.38,79,0.075,94,52,70,0.0893,0.0867,0.1167,"MCR1","Mitochondrial NADH-Cytochrome b5 Reductase"
3101,"YKL149C","S000001632","chrXI",167612,168829,1218,16,178,27,30,704,0.093,220,0.181,121,64,69,0.0993,0.1067,0.115,"DBR1","DeBRanching"
3102,"YKL148C","S000001631","chrXI",169207,171129,1923,84,1076,23,101,733,0.298,87,0.045,145,82,46,0.0754,0.1367,0.0767,"SDH1","Succinate DeHydrogenase"
3103,"YKL146W","S000001629","chrXI",171783,173861,2079,52,1003,104,18,749,0.167,293,0.141,143,50,62,0.0688,0.0833,0.1033,"AVT3","Amino acid Vacuolar Transport"
3104,"YKL145W","S000001628","chrXI",174213,175616,1404,0,0,29,3,702,0,1404,1,113,59,56,0.0805,0.0983,0.0933,"RPT1","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
3105,"YKL144C","S000001627","chrXI",175843,176481,639,1,6,2,10,646,0.012,637,0.997,53,62,65,0.0829,0.1033,0.1083,"RPC25","RNA Polymerase C"
3106,"YKL143W","S000001626","chrXI",176781,178172,1392,6,42,8,52,564,0.038,351,0.252,134,65,58,0.0963,0.1083,0.0967,"LTV1","Low Temperature Viability"
3107,"YKL142W","S000001625","chrXI",178515,179174,660,15,248,47,61,535,0.212,128,0.194,64,62,63,0.097,0.1033,0.105,"MRP8","Mitochondrial Ribosomal Protein"
3108,"YKL141W","S000001624","chrXI",179667,180263,597,6,85,61,21,494,0.102,235,0.394,60,63,68,0.1005,0.105,0.1133,"SDH3","Succinate DeHydrogenase"
3109,"YKL140W","S000001623","chrXI",180779,182425,1647,24,495,18,11,490,0.149,365,0.222,169,68,68,0.1026,0.1133,0.1133,"TGL1","TriGlyceride Lipase"
3110,"YKL139W","S000001622","chrXI",182958,184544,1587,3,67,12,8,369,0.026,1502,0.946,169,68,57,0.1065,0.1133,0.095,"CTK1","Carboxy-Terminal domain Kinase"
3111,"YKL138C-A","S000028421","chrXI",184803,185012,210,0,0,11,2,346,0,210,1,19,70,72,0.0905,0.1167,0.12,"HSK3","Helper of ASK1"
3112,"YKL138C","S000001621","chrXI",185286,185681,396,2,8,5,8,375,0.067,284,0.717,45,61,61,0.1136,0.1017,0.1017,"MRPL31","Mitochondrial Ribosomal Protein, Large subunit"
3113,"YKL137W","S000001620","chrXI",185957,186292,336,2,2,7,14,390,0.076,145,0.432,33,65,56,0.0982,0.1083,0.0933,"CMC1","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
3114,"YKL135C","S000001618","chrXI",186460,188640,2181,14,178,12,12,444,0.072,494,0.227,205,66,64,0.094,0.11,0.1067,"APL2","clathrin Adaptor Protein complex Large chain"
3115,"YKL134C","S000001617","chrXI",189124,191442,2319,13,52,12,23,446,0.063,487,0.21,239,63,68,0.1031,0.105,0.1133,"OCT1","OCTapeptidyl aminopeptidase"
3116,"YKL133C","S000001616","chrXI",191679,193070,1392,19,231,19,23,410,0.166,354,0.254,146,69,65,0.1049,0.115,0.1083,"RCI50","Respiratory Chain Interacting protein of ~50 kDa"
3117,"YKL132C","S000001615","chrXI",193574,194866,1293,22,316,23,23,493,0.173,404,0.312,110,68,56,0.0851,0.1133,0.0933,"RMA1","Reduced Mating A"
3118,"YKL130C","S000001613","chrXI",195288,196028,741,15,135,25,30,514,0.197,189,0.255,72,54,65,0.0972,0.09,0.1083,"SHE2","Swi5p-dependent HO Expression"
3119,"YKL129C","S000001612","chrXI",196349,200167,3819,74,1099,21,25,527,0.184,479,0.125,359,62,59,0.094,0.1033,0.0983,"MYO3","MYOsin"
3120,"YKL128C","S000001611","chrXI",200884,201771,888,27,873,27,42,555,0.274,160,0.18,71,63,62,0.08,0.105,0.1033,"PMU1","PhosphoMUtase"
3121,"YKL127W","S000001610","chrXI",203541,205253,1713,54,942,70,17,539,0.292,187,0.109,153,55,59,0.0893,0.0917,0.0983,"PGM1","PhosphoGlucoMutase"
3122,"YKL126W","S000001609","chrXI",205707,207749,2043,3,14,19,16,555,0.013,1571,0.769,187,68,60,0.0915,0.1133,0.1,"YPK1","Yeast Protein Kinase"
3123,"YKL125W","S000001608","chrXI",208247,210130,1884,2,19,16,53,545,0.01,1833,0.973,184,61,74,0.0977,0.1017,0.1233,"RRN3","Regulation of RNA polymerase I"
3124,"YKL124W","S000001607","chrXI",210593,212332,1740,33,532,50,10,548,0.173,211,0.121,170,70,62,0.0977,0.1167,0.1033,"SSH4","Suppressor of SHr3 deletion"
3125,"YKL122C","S000001605","chrXI",212495,212998,504,3,14,13,5,483,0.062,366,0.726,42,64,58,0.0833,0.1067,0.0967,"SRP21","Signal Recognition Particle"
3126,"YKL121W","S000001604","chrXI",214142,216700,2559,21,183,10,53,514,0.08,314,0.123,260,63,51,0.1016,0.105,0.085,"DGR2","2-Deoxy-Glucose Resistant 2"
3127,"YKL120W","S000001603","chrXI",217344,218318,975,27,471,54,8,453,0.306,165,0.169,92,50,64,0.0944,0.0833,0.1067,"OAC1","OxaloAcetate Carrier"
3128,"YKL119C","S000001602","chrXI",218570,219217,648,2,29,16,14,447,0.035,558,0.861,60,62,52,0.0926,0.1033,0.0867,"VPH2","Vacuolar pH"
3129,"YKL117W","S000001600","chrXI",220324,220974,651,11,130,39,9,611,0.138,162,0.249,54,66,59,0.0829,0.11,0.0983,"SBA1","increased Sensitivity to Benzoquinone Ansamycins"
3130,"YKL116C","S000001599","chrXI",221344,222900,1557,18,245,10,40,645,0.09,457,0.294,125,53,61,0.0803,0.0883,0.1017,"PRR1","Pheromone Response Regulator"
3131,"YKL114C","S000001597","chrXI",223352,224455,1104,27,377,42,28,683,0.179,248,0.225,105,65,52,0.0951,0.1083,0.0867,"APN1","APurinic/apyrimidinic eNdonuclease"
3132,"YKL113C","S000001596","chrXI",224727,225875,1149,15,183,28,31,667,0.098,249,0.217,98,60,55,0.0853,0.1,0.0917,"RAD27","RADiation sensitive"
3133,"YKL112W","S000001595","chrXI",226570,228765,2196,2,8,24,15,745,0.006,2188,0.996,237,58,66,0.1079,0.0967,0.11,"ABF1","ARS-Binding Factor 1"
3134,"YKL110C","S000001593","chrXI",228939,229880,942,22,144,6,84,669,0.175,193,0.205,87,66,60,0.0924,0.11,0.1,"KTI12","Kluveromyces lactis Toxin Insensitive"
3135,"YKL109W","S000001592","chrXI",232227,233891,1665,38,466,26,34,637,0.179,476,0.286,170,62,62,0.1021,0.1033,0.1033,"HAP4","Heme Activator Protein"
3136,"YKL108W","S000001591","chrXI",234426,235787,1362,2,39,35,15,564,0.013,1041,0.764,118,61,56,0.0866,0.1017,0.0933,"SLD2","Synthetically Lethal with Dpb11-1"
3137,"YKL107W","S000001590","chrXI",236141,237070,930,19,106,14,40,579,0.176,165,0.177,76,62,60,0.0817,0.1033,0.1,,
3138,"YKL106C-A","S000007616","chrXI",237147,237266,120,14,342,17,23,571,1.022,24,0.2,6,60,66,0.05,0.1,0.11,,
3139,"YKL106W","S000001589","chrXI",237536,238891,1356,23,189,36,12,685,0.124,245,0.181,138,58,66,0.1018,0.0967,0.11,"AAT1","Aspartate AminoTransferase"
3140,"YKL105C","S000001588","chrXI",239185,242583,3399,38,712,6,22,712,0.079,325,0.096,301,62,64,0.0886,0.1033,0.1067,"SEG2","Stability of Eisosomes Guaranteed"
3141,"YKL104C","S000001587","chrXI",243220,245373,2154,0,0,20,27,470,0,2154,1,209,60,56,0.097,0.1,0.0933,"GFA1","Glutamine:Fructose-6-phosphate Amidotransferase"
3142,"YKL103C","S000001586","chrXI",246138,247682,1545,50,915,36,55,442,0.366,183,0.118,119,60,49,0.077,0.1,0.0817,"APE1","AminoPeptidase"
3143,"YKL101W","S000001584","chrXI",248920,253476,4557,50,1010,44,6,831,0.066,463,0.102,447,52,63,0.0981,0.0867,0.105,"HSL1","Histone Synthetic Lethal"
3144,"YKL100C","S000001583","chrXI",253697,255460,1764,15,185,12,23,832,0.051,347,0.197,173,69,58,0.0981,0.115,0.0967,"YPF1","Yeast Presenilin-like Family 1"
3145,"YKL099C","S000001582","chrXI",255720,256472,753,1,3,23,16,854,0.008,685,0.91,69,60,53,0.0916,0.1,0.0883,"UTP11","U Three Protein"
3146,"YKL098W","S000001581","chrXI",256770,257843,1074,21,157,8,35,799,0.122,240,0.223,88,54,68,0.0819,0.09,0.1133,"MTC2","Maintenance of Telomere Capping"
3147,"YKL096C-B","S000028667","chrXI",259073,259222,150,13,142,119,33,675,0.642,43,0.287,16,36,54,0.1067,0.06,0.09,,
3148,"YKL096W-A","S000001956","chrXI",259253,259531,279,11,109,77,36,678,0.291,109,0.391,14,44,64,0.0502,0.0733,0.1067,"CWP2","Cell Wall Protein"
3149,"YKL096W","S000001579","chrXI",261132,261851,720,39,726,79,23,752,0.36,77,0.107,57,40,52,0.0792,0.0667,0.0867,"CWP1","Cell Wall Protein"
3150,"YKL095W","S000001578","chrXI",262277,263113,837,6,47,31,48,773,0.046,327,0.391,70,47,50,0.0836,0.0783,0.0833,"YJU2",
3151,"YKL094W","S000001577","chrXI",263349,264290,942,24,337,40,41,766,0.166,153,0.162,76,51,61,0.0807,0.085,0.1017,"YJU3",
3152,"YKL093W","S000001576","chrXI",264789,265808,1020,18,162,43,13,766,0.115,246,0.241,86,60,72,0.0843,0.1,0.12,"MBR1","Mitochondrial Biogenesis Regulation"
3153,"YKL092C","S000001575","chrXI",266145,269459,3315,19,218,14,31,989,0.029,658,0.198,343,70,63,0.1035,0.1167,0.105,"BUD2","BUD site selection"
3154,"YKL091C","S000001574","chrXI",269718,270650,933,18,232,27,25,827,0.117,187,0.2,91,56,63,0.0975,0.0933,0.105,,
3155,"YKL090W","S000001573","chrXI",271878,273209,1332,30,693,27,4,711,0.158,138,0.104,148,71,60,0.1111,0.1183,0.1,"CUE2","Coupling of Ubiquitin conjugation to ER degradation"
3156,"YKL089W","S000001572","chrXI",273394,275043,1650,1,4,14,17,701,0.004,1593,0.965,145,60,57,0.0879,0.1,0.095,"MIF2","MItotic Fidelity of chromosome transmission"
3157,"YKL088W","S000001571","chrXI",275283,276998,1716,8,32,18,17,657,0.035,882,0.514,144,54,60,0.0839,0.09,0.1,"CAB3","Coenzyme A Biosynthesis"
3158,"YKL087C","S000001570","chrXI",277189,277863,675,13,244,13,87,637,0.151,273,0.404,52,59,54,0.077,0.0983,0.09,"CYT2","CYTochrome-c1-heme-lyase"
3159,"YKL086W","S000001569","chrXI",278281,278664,384,78,5671,54,84,643,1.58,55,0.143,18,54,48,0.0469,0.09,0.08,"SRX1","SulfiRedoXin"
3160,"YKL085W","S000001568","chrXI",279123,280127,1005,33,504,106,52,641,0.256,121,0.12,77,42,69,0.0766,0.07,0.115,"MDH1","Malate DeHydrogenase"
3161,"YKL084W","S000001567","chrXI",280509,280859,351,23,582,39,9,598,0.548,62,0.177,32,68,61,0.0912,0.1133,0.1017,"HOT13","Helper Of Tim"
3162,"YKL082C","S000001565","chrXI",281025,282329,1305,2,109,38,45,608,0.013,652,0.5,96,81,57,0.0736,0.135,0.095,"RRP14","Ribosomal RNA Processing"
3163,"YKL081W","S000001564","chrXI",282891,284455,1565,59,1111,36,18,575,0.328,220,0.141,133,55,61,0.085,0.0917,0.1017,"TEF4","Translation Elongation Factor"
3164,"YKL080W","S000001563","chrXI",285030,286208,1179,3,24,18,16,587,0.022,785,0.666,120,63,67,0.1018,0.105,0.1117,"VMA5","Vacuolar Membrane Atpase"
3165,"YKL079W","S000001562","chrXI",286603,288573,1971,24,297,14,2,591,0.103,286,0.145,175,71,63,0.0888,0.1183,0.105,"SMY1","Suppressor of MYo2-66"
3166,"YKL078W","S000001561","chrXI",288845,291052,2208,0,0,8,25,446,0,2208,1,200,61,67,0.0906,0.1017,0.1117,"DHR2","DEAH-box RNA helicase"
3167,"YKL077W","S000001560","chrXI",291453,292631,1179,13,116,22,13,310,0.178,263,0.223,108,67,59,0.0916,0.1117,0.0983,"PSG1","Pma1 Stabilization in the Golgi"
3168,"YKL075C","S000001558","chrXI",292956,294308,1353,7,114,14,16,327,0.079,430,0.318,129,58,63,0.0953,0.0967,0.105,,
3169,"YKL074C","S000001557","chrXI",294610,296193,1584,17,240,11,16,299,0.179,479,0.302,145,69,63,0.0915,0.115,0.105,"MUD2","Mutant U1 Die"
3170,"YKL073W","S000001556","chrXI",296430,299075,2646,12,94,22,26,440,0.052,507,0.192,273,62,61,0.1032,0.1033,0.1017,"LHS1","Lumenal Hsp Seventy"
3171,"YKL072W","S000001555","chrXI",299582,301882,2301,17,164,25,7,489,0.076,565,0.246,244,63,63,0.106,0.105,0.105,"STB6","Sin Three Binding protein"
3172,"YKL071W","S000001554","chrXI",305114,305884,771,6,112,13,7,579,0.067,277,0.359,67,69,60,0.0869,0.115,0.1,,
3173,"YKL070W","S000001553","chrXI",306211,306720,510,8,27,6,37,609,0.129,122,0.239,45,54,63,0.0882,0.09,0.105,,
3174,"YKL069W","S000001552","chrXI",307285,307827,543,15,294,34,30,677,0.204,131,0.241,53,61,55,0.0976,0.1017,0.0917,,
3175,"YKL068W-A","S000028524","chrXI",309206,309442,237,3,14,92,23,680,0.093,105,0.443,16,42,70,0.0675,0.07,0.1167,,
3176,"YKL068W","S000001551","chrXI",310199,313078,2880,36,324,36,48,872,0.072,523,0.182,247,64,54,0.0858,0.1067,0.09,"NUP100","NUclear Pore"
3177,"YKL067W","S000001550","chrXI",314812,315273,462,14,397,33,34,791,0.192,126,0.273,41,67,52,0.0887,0.1117,0.0867,"YNK1","Yeast Nucleoside diphosphate Kinase"
3178,"YKL065W-A","S000113563","chrXI",315954,316175,222,6,122,33,29,806,0.168,55,0.248,24,55,57,0.1081,0.0917,0.095,"DPC7","Delta-Psi dependent mitochondrial import and Cleavage protein of 7 kDa"
3179,"YKL065C","S000001548","chrXI",316437,317057,621,14,525,41,69,804,0.14,151,0.243,53,63,49,0.0853,0.105,0.0817,"YET1","Yeast Endoplasmic reticulum Transmembrane protein"
3180,"YKL064W","S000001547","chrXI",317764,320673,2910,47,751,66,21,799,0.101,297,0.102,238,52,59,0.0818,0.0867,0.0983,"MNR2","MaNganese Resistance"
3181,"YKL063C","S000001546","chrXI",321015,321518,504,3,26,38,54,632,0.047,367,0.728,43,62,60,0.0853,0.1033,0.1,,
3182,"YKL062W","S000001545","chrXI",323228,325120,1893,13,181,53,15,687,0.05,711,0.376,159,60,71,0.084,0.1,0.1183,"MSN4","Multicopy suppressor of SNF1 mutation"
3183,"YKL061W","S000001544","chrXI",325771,326112,342,6,40,19,4,600,0.146,127,0.371,29,75,65,0.0848,0.125,0.1083,"BLI1","BLoc-1 Interactor"
3184,"YKL060C","S000001543","chrXI",326408,327487,1080,0,0,9,24,603,0,1080,1,88,68,54,0.0815,0.1133,0.09,"FBA1","Fructose-1,6-Bisphosphate Aldolase"
3185,"YKL059C","S000001542","chrXI",328118,329443,1326,13,106,25,10,546,0.09,819,0.618,103,54,74,0.0777,0.09,0.1233,"MPE1","Mutant PCF11 Extragenic suppressor"
3186,"YKL058W","S000001541","chrXI",330166,330534,369,0,0,10,9,567,0,369,1,34,68,66,0.0921,0.1133,0.11,"TOA2",
3187,"YKL057C","S000001540","chrXI",330856,333969,3114,18,175,5,50,670,0.043,1293,0.415,356,64,65,0.1143,0.1067,0.1083,"NUP120","NUclear Pore"
3188,"YKL056C","S000001539","chrXI",334412,334915,504,20,334,47,40,487,0.407,105,0.208,46,69,51,0.0913,0.115,0.085,"TMA19","Translation Machinery Associated"
3189,"YKL055C","S000001538","chrXI",335321,336157,837,19,227,48,38,507,0.224,248,0.296,73,60,64,0.0872,0.1,0.1067,"OAR1","3-Oxoacyl-[Acyl-carrier-protein] Reductase"
3190,"YKL054C","S000001537","chrXI",336537,338753,2217,12,523,37,37,508,0.053,1715,0.774,179,67,63,0.0807,0.1117,0.105,"DEF1","RNAPII DEgradation Factor"
3191,"YKL053C-A","S000007243","chrXI",339182,339442,261,5,28,34,35,490,0.195,138,0.529,21,70,52,0.0805,0.1167,0.0867,"MDM35","Mitochondrial Distribution and Morphology"
3192,"YKL052C","S000001535","chrXI",339668,340546,879,16,560,51,40,503,0.181,272,0.309,69,64,38,0.0785,0.1067,0.0633,"ASK1","Associated with Spindles and Kinetochores"
3193,"YKL051W","S000001534","chrXI",341312,342373,1062,50,1613,47,30,518,0.454,111,0.105,80,45,68,0.0753,0.075,0.1133,"SFK1","Suppressor of Four Kinase"
3194,"YKL050C","S000001533","chrXI",342852,345620,2769,24,379,36,12,621,0.07,473,0.171,257,62,54,0.0928,0.1033,0.09,,
3195,"YKL049C","S000001532","chrXI",346075,346764,690,0,0,17,16,598,0,690,1,57,61,78,0.0826,0.1017,0.13,"CSE4","Chromosome SEgregation"
3196,"YKL048C","S000001531","chrXI",347214,349136,1923,25,212,11,18,593,0.11,423,0.22,179,71,70,0.0931,0.1183,0.1167,"ELM1","ELongated Morphology"
3197,"YKL047W","S000001530","chrXI",349463,351013,1551,26,258,21,13,576,0.146,358,0.231,168,55,49,0.1083,0.0917,0.0817,"ANR2","Avl Nine Related family 2"
3198,"YKL046C","S000001529","chrXI",351275,352624,1350,26,388,18,41,564,0.171,183,0.136,119,64,55,0.0881,0.1067,0.0917,"DCW1","Defective Cell Wall"
3199,"YKL045W","S000001528","chrXI",353493,355079,1587,3,53,37,58,550,0.017,965,0.608,138,50,37,0.087,0.0833,0.0617,"PRI2","DNA PRImase"
3200,"YKL044W","S000001527","chrXI",356322,356642,321,24,623,62,13,541,0.691,52,0.162,30,46,44,0.0935,0.0767,0.0733,"MMO1","Mini Mitochondria ORF"
3201,"YKL043W","S000001526","chrXI",356748,357848,1101,19,422,35,20,543,0.159,181,0.164,78,59,58,0.0708,0.0983,0.0967,"PHD1","PseudoHyphal Determinant"
3202,"YKL042W","S000001525","chrXI",358475,359566,1092,0,0,18,9,580,0,1092,1,102,62,71,0.0934,0.1033,0.1183,"SPC42","Spindle Pole Component"
3203,"YKL041W","S000001524","chrXI",360143,360817,675,2,39,9,17,565,0.026,493,0.73,63,70,52,0.0933,0.1167,0.0867,"VPS24","Vacuolar Protein Sorting"
3204,"YKL040C","S000001523","chrXI",361058,361828,771,9,368,13,60,578,0.101,311,0.403,82,56,66,0.1064,0.0933,0.11,"NFU1","NifU-like protein"
3205,"YKL039W","S000001522","chrXI",362622,364193,1572,23,229,51,33,586,0.125,311,0.198,142,59,58,0.0903,0.0983,0.0967,"PTM1",
3206,"YKL038W","S000001521","chrXI",365605,369117,3513,24,97,22,62,527,0.065,726,0.207,312,53,42,0.0888,0.0883,0.07,"RGT1","Restores Glucose Transport"
3207,"YKL037W","S000001520","chrXI",369365,369721,357,35,1258,33,0,413,1.187,71,0.199,25,43,47,0.07,0.0717,0.0783,"AIM26","Altered Inheritance rate of Mitochondria"
3208,"YKL035W","S000001518","chrXI",369891,371390,1500,2,2,45,36,443,0.015,1103,0.735,135,41,60,0.09,0.0683,0.1,"UGP1","UDP-glucose pyrophosphorylase"
3209,"YKL034W","S000001517","chrXI",371829,374105,2277,36,565,33,20,666,0.119,268,0.118,224,62,63,0.0984,0.1033,0.105,"TUL1","Transmembrane Ubiquitin Ligase"
3210,"YKL033W-A","S000007242","chrXI",374505,375215,711,10,79,25,2,625,0.113,175,0.246,60,66,65,0.0844,0.11,0.1083,,
3211,"YKL033W","S000001516","chrXI",375456,378572,3117,0,0,5,14,661,0,3117,1,332,56,81,0.1065,0.0933,0.135,"TTI1","Two Tel2-Interacting protein"
3212,"YKL032C","S000001515","chrXI",380065,381858,1794,18,336,39,70,647,0.078,629,0.351,102,56,32,0.0569,0.0933,0.0533,"IXR1","Intrastrand cross (X)-link Recognition"
3213,"YKL029C","S000001512","chrXI",382716,384725,2010,167,5965,58,65,673,0.617,112,0.056,154,60,54,0.0766,0.1,0.09,"MAE1","MAlic Enzyme"
3214,"YKL028W","S000001511","chrXI",385758,387206,1449,11,169,34,28,623,0.061,612,0.422,121,61,69,0.0835,0.1017,0.115,"TFA1","Transcription Factor a, subunit 1"
3215,"YKL027W","S000001510","chrXI",387562,388905,1344,27,478,23,20,639,0.157,269,0.2,114,66,63,0.0848,0.11,0.105,"TCD2","tRNA ThreonylCarbamoyladenosine Dehydratase"
3216,"YKL026C","S000001509","chrXI",389380,389883,504,15,367,20,28,625,0.238,111,0.22,48,66,52,0.0952,0.11,0.0867,"GPX1","Glutathione PeroXidase"
3217,"YKL025C","S000001508","chrXI",390240,392279,2040,25,274,29,22,598,0.102,442,0.217,209,56,50,0.1025,0.0933,0.0833,"PAN3","Poly(A) Nuclease"
3218,"YKL024C","S000001507","chrXI",392526,393140,615,0,0,29,30,506,0,615,1,41,50,52,0.0667,0.0833,0.0867,"URA6","URAcil requiring"
3219,"YKL023C-A","S000113559","chrXI",393146,393373,228,1,2,0,32,449,0.049,210,0.921,19,42,53,0.0833,0.07,0.0883,"MIN9","mitochondrial MINi protein of 9 kDa"
3220,"YKL023W","S000001506","chrXI",393721,394554,834,9,399,29,4,384,0.141,271,0.325,65,51,62,0.0779,0.085,0.1033,,
3221,"YKL022C","S000001505","chrXI",394726,397248,2523,3,41,2,8,377,0.016,2289,0.907,249,49,60,0.0987,0.0817,0.1,"CDC16","Cell Division Cycle"
3222,"YKL021C","S000001504","chrXI",397344,398750,1407,8,101,5,9,342,0.083,1210,0.86,143,62,71,0.1016,0.1033,0.1183,"MAK11","MAintenance of Killer"
3223,"YKL020C","S000001503","chrXI",398832,402080,3249,21,163,6,14,340,0.095,714,0.22,287,64,50,0.0883,0.1067,0.0833,"SPT23","SuPpressor of Ty"
3224,"YKL019W","S000001502","chrXI",402568,403518,951,0,0,15,7,235,0,951,1,70,46,52,0.0736,0.0767,0.0867,"RAM2","RAS protein and A-factor Maturation"
3225,"YKL018C-A","S000007615","chrXI",403580,403879,300,1,8,2,4,225,0.074,223,0.743,29,40,47,0.0967,0.0667,0.0783,"MCO12","Mitochondrial Class One protein of 12 kDa"
3226,"YKL018W","S000001501","chrXI",404102,405091,990,0,0,7,11,198,0,990,1,91,52,65,0.0919,0.0867,0.1083,"SWD2","Set1c, WD40 repeat protein"
3227,"YKL017C","S000001500","chrXI",405190,407241,2052,32,493,3,23,207,0.377,308,0.15,215,64,65,0.1048,0.1067,0.1083,"HCS1","dna HeliCaSe"
3228,"YKL016C","S000001499","chrXI",407465,407989,525,4,39,30,37,208,0.183,347,0.661,50,67,52,0.0952,0.1117,0.0867,"ATP7","ATP synthase"
3229,"YKL015W","S000001498","chrXI",408544,411483,2940,36,518,35,8,250,0.245,841,0.286,321,53,66,0.1092,0.0883,0.11,"PUT3","Proline UTilization"
3230,"YKL014C","S000001497","chrXI",411619,416913,5295,7,48,14,20,300,0.022,5090,0.961,601,70,62,0.1135,0.1167,0.1033,"URB1","Unhealthy Ribosome Biogenesis"
3231,"YKL013C","S000001496","chrXI",417508,418023,516,0,0,20,0,242,0,516,1,49,63,40,0.095,0.105,0.0667,"ARC19","ARp2/3 Complex subunit"
3232,"YKL012W","S000001495","chrXI",418310,420061,1752,7,48,0,20,316,0.063,1252,0.715,155,52,61,0.0885,0.0867,0.1017,"PRP40","Pre-mRNA Processing"
3233,"YKL011C","S000001494","chrXI",420155,421216,1062,19,297,14,24,307,0.291,158,0.149,99,57,69,0.0932,0.095,0.115,"CCE1","Cruciform Cutting Endonuclease"
3234,"YKL010C","S000001493","chrXI",421424,425875,4452,54,585,12,20,425,0.143,421,0.095,469,59,62,0.1053,0.0983,0.1033,"UFD4","Ubiquitin Fusion Degradation protein"
3235,"YKL009W","S000001492","chrXI",426242,426952,711,2,7,23,16,423,0.033,421,0.592,69,69,69,0.097,0.115,0.115,"MRT4","mRNA Turnover 4"
3236,"YKL008C","S000001491","chrXI",427295,428551,1257,25,590,12,53,417,0.238,309,0.246,117,66,53,0.0931,0.11,0.0883,"LAC1","Longevity-Assurance gene Cognate (LAG1 Cognate)"
3237,"YKL007W","S000001490","chrXI",429302,430108,807,7,60,64,4,572,0.076,353,0.437,75,49,60,0.0929,0.0817,0.1,"CAP1","CAPping"
3238,"YKL006C-A","S000002101","chrXI",430198,430632,435,1,6,7,26,590,0.019,344,0.791,44,54,55,0.1011,0.09,0.0917,"SFT1","Suppressor of sed Five Ts"
3239,"YKL006W","S000001489","chrXI",431906,432720,815,0,0,27,33,544,0,815,1,79,56,67,0.0969,0.0933,0.1117,"RPL14A","Ribosomal Protein of the Large subunit"
3240,"YKL005C","S000001488","chrXI",433093,434877,1785,63,1086,25,14,530,0.333,138,0.077,159,67,52,0.0891,0.1117,0.0867,"BYE1","BYpass of ESS1"
3241,"YKL004W","S000001487","chrXI",435580,436785,1206,2,15,14,11,626,0.013,1043,0.865,103,57,73,0.0854,0.095,0.1217,"AUR1","AUreobasidin A Resistance"
3242,"YKL003C","S000001486","chrXI",437097,437492,396,0,0,13,1,600,0,396,1,40,72,58,0.101,0.12,0.0967,"MRP17","Mitochondrial Ribosomal Protein"
3243,"YKL002W","S000001485","chrXI",437778,438544,767,4,45,1,41,601,0.043,682,0.889,73,55,68,0.0952,0.0917,0.1133,"DID4","Doa4-Independent Degradation"
3244,"YKL001C","S000001484","chrXI",438777,439385,609,49,1301,19,82,606,0.664,76,0.125,57,65,63,0.0936,0.1083,0.105,"MET14","METhionine requiring"
3245,"YKR001C","S000001709","chrXI",440608,442722,2115,2,10,43,0,584,0.008,1313,0.621,205,86,51,0.0969,0.1433,0.085,"VPS1","Vacuolar Protein Sorting"
3246,"YKR002W","S000001710","chrXI",443232,444938,1707,1,19,0,46,544,0.005,1690,0.99,150,56,58,0.0879,0.0933,0.0967,"PAP1","Poly(A) Polymerase"
3247,"YKR003W","S000001711","chrXI",445381,446727,1347,69,1347,39,6,506,0.506,183,0.136,141,50,71,0.1047,0.0833,0.1183,"OSH6","OxySterol binding protein Homolog"
3248,"YKR004C","S000001712","chrXI",446799,448036,1238,0,0,34,16,535,0,1238,1,142,65,56,0.1147,0.1083,0.0933,"ECM9","ExtraCellular Mutant"
3249,"YKR005C","S000001713","chrXI",448521,450167,1647,62,1197,14,1,555,0.339,135,0.082,159,62,69,0.0965,0.1033,0.115,,
3250,"YKR006C","S000001714","chrXI",450423,451217,795,1,4,12,19,395,0.016,503,0.633,67,59,40,0.0843,0.0983,0.0667,"MRPL13","Mitochondrial Ribosomal Protein, Large subunit"
