,Standard name,Sc∆ essentiality,Sp∆ essentiality,Final usage in training,Unnamed: 0,id,chrom,start,end,Length,Hits,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,short name,description
1176,S000007587,NE,NE,Non essential,164,YBL071W-A,chrII,89978,90226,249,7,87,32,19,415,0.33899999999999997,107,0.43,19,57,60,0.0763,0.095,0.1,KTI11,Kluveromyces lactis Toxin Insensitive
1177,S000001043,NE,NE,Non essential,2697,YHR001W,chrVIII,106055,107368,1314,98,1659,60,72,1024,0.364,122,0.09300000000000001,127,82,67,0.0967,0.1367,0.1117,OSH7,OxySterol binding protein Homolog
1178,S000002980,NE,NE,Non essential,2314,YGL012W,chrVII,472855,474276,1422,15,74,37,10,576,0.092,380,0.267,100,60,61,0.0703,0.1,0.1017,ERG4,ERGosterol biosynthesis
1179,S000002982,NE,NE,Non essential,2311,YGL014W,chrVII,466141,468807,2667,32,177,29,23,449,0.134,282,0.106,267,62,66,0.1001,0.1033,0.11,PUF4,PUmilio-homology domain Family
1180,S000002985,NE,NE,Non essential,2308,YGL017W,chrVII,459854,461365,1512,27,408,3,19,308,0.29,307,0.203,125,57,69,0.0827,0.095,0.115,ATE1,Arginyl-tRNA-protein transfErase
1181,S000002987,NE,NE,Non essential,2306,YGL019W,chrVII,458156,458992,837,8,83,16,5,326,0.147,205,0.245,64,58,55,0.0765,0.0967,0.0917,CKB1,Casein Kinase Beta subunit
1182,S000002988,NE,NE,Non essential,2305,YGL020C,chrVII,457163,457870,708,4,20,9,17,310,0.091,528,0.746,63,79,53,0.08900000000000001,0.1317,0.0883,GET1,Guided Entry of Tail-anchored proteins
1183,S000005809,NE,NE,Non essential,5937,YOR283W,chrXV,847453,848145,693,25,348,7,24,537,0.336,159,0.22899999999999998,77,45,63,0.1111,0.075,0.105,,
1184,S000000058,NE,NE,Non essential,12,YAL062W,chrI,31567,32940,1374,69,2275,49,57,664,0.37799999999999995,188,0.13699999999999998,94,72,63,0.0684,0.12,0.105,GDH3,Glutamate DeHydrogenase
1185,S000000729,NE,NE,Non essential,1682,YEL003W,chrV,148176,148599,424,17,313,47,5,1115,0.18,80,0.18899999999999997,45,57,65,0.1061,0.095,0.1083,GIM4,Gene Involved in Microtubule biogenesis
1186,S000005302,NE,NE,Non essential,5402,YNR019W,chrXIV,665339,667267,1929,37,629,37,2,509,0.188,192,0.1,168,45,49,0.0871,0.075,0.0817,ARE2,Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme
1187,S000000050,NE,NE,Non essential,21,YAL054C,chrI,42881,45022,2142,65,1518,22,78,685,0.221,206,0.096,165,59,51,0.077,0.0983,0.085,ACS1,Acetyl CoA Synthetase
1188,S000000057,NE,NE,Non essential,13,YAL061W,chrI,33448,34701,1254,82,1867,59,55,712,0.45899999999999996,148,0.11800000000000001,80,64,53,0.0638,0.1067,0.0883,BDH2,
1189,S000002474,NE,NE,Non essential,1089,YDR067C,chrIV,582791,583465,675,14,172,21,14,705,0.147,274,0.406,66,57,60,0.0978,0.095,0.1,OCA6,Oxidant-induced Cell-cycle Arrest
1190,S000001046,NE,NE,Non essential,2701,YHR004C,chrVIII,111754,113094,1341,17,111,21,19,995,0.064,205,0.153,122,68,65,0.091,0.1133,0.1083,NEM1,Nuclear Envelope Morphology
1191,S000002464,NE,NE,Non essential,1079,YDR057W,chrIV,565927,567555,1629,27,1223,46,23,557,0.149,429,0.263,154,60,66,0.0945,0.1,0.11,YOS9,Yeast OS-9 homolog
1192,S000002475,NE,NE,Non essential,1090,YDR068W,chrIV,583713,584645,933,5,176,14,10,725,0.037000000000000005,507,0.5429999999999999,84,55,59,0.09,0.0917,0.0983,DOS2,
1193,S000004807,NE,NE,Non essential,4881,YMR194W,chrXIII,651145,651910,766,32,637,44,87,743,0.281,96,0.125,79,63,65,0.1031,0.105,0.1083,RPL36A,Ribosomal Protein of the Large subunit
1194,S000004772,NE,NE,Non essential,4844,YMR162C,chrXIII,578951,583921,4971,67,977,13,16,467,0.14400000000000002,451,0.091,506,74,69,0.1018,0.1233,0.115,DNF3,Drs2 Neo1 Family
1195,S000004802,NE,NE,Non essential,4876,YMR190C,chrXIII,640915,645258,4344,27,230,28,30,811,0.038,651,0.15,384,62,49,0.0884,0.1033,0.0817,SGS1,Slow Growth Suppressor
1196,S000004777,NE,NE,Non essential,4849,YMR167W,chrXIII,594886,597195,2310,35,243,23,3,442,0.171,261,0.113,222,53,52,0.0961,0.0883,0.0867,MLH1,MutL Homolog
1197,S000004776,NE,NE,Non essential,4848,YMR166C,chrXIII,593367,594473,1107,18,212,24,19,383,0.212,203,0.183,91,48,51,0.0822,0.08,0.085,MME1,Mitochondrial Magnesium Exporter
1198,S000002508,NE,NE,Non essential,1124,YDR101C,chrIV,655686,657467,1782,19,251,22,22,385,0.138,289,0.162,150,59,58,0.0842,0.0983,0.0967,ARX1,Associated with Ribosomal eXport complex
1199,S000004379,NE,NE,Non essential,4435,YLR387C,chrXII,896374,897672,1299,23,170,15,38,459,0.193,205,0.158,128,62,53,0.0985,0.1033,0.0883,REH1,REI1 Homolog
1200,S000004372,NE,NE,Non essential,4428,YLR380W,chrXII,878282,879508,1227,28,286,78,17,424,0.26899999999999996,130,0.106,95,41,57,0.0774,0.0683,0.095,CSR1,Chs5 Spa2 Rescue
1201,S000004110,NE,NE,Non essential,4137,YLR120C,chrXII,386511,388220,1710,41,494,9,56,355,0.33799999999999997,225,0.132,128,71,49,0.0749,0.1183,0.0817,YPS1,YaPSin
1202,S000003222,NE,NE,Non essential,2066,YGL253W,chrVII,23935,25395,1461,40,383,71,12,555,0.247,170,0.11599999999999999,135,53,80,0.0924,0.0883,0.1333,HXK2,HeXoKinase
1203,S000003220,NE,NE,Non essential,2068,YGL251C,chrVII,27921,31636,3716,57,1300,28,13,534,0.14400000000000002,461,0.124,379,66,51,0.102,0.11,0.085,HFM1,Helicase Family Member
1204,S000002470,NE,NE,Non essential,1085,YDR063W,chrIV,578663,579112,450,10,80,29,14,427,0.26,130,0.289,36,57,66,0.08,0.095,0.11,AIM7,Altered Inheritance rate of Mitochondria
1205,S000002642,NE,NE,Non essential,1263,YDR234W,chrIV,931129,933210,2082,58,1402,91,7,459,0.303,196,0.094,161,58,71,0.0773,0.0967,0.1183,LYS4,LYSine requiring
1206,S000002550,NE,NE,Non essential,1167,YDR143C,chrIV,742042,743874,1833,38,1132,26,34,396,0.262,210,0.115,163,67,59,0.0889,0.1117,0.0983,SAN1,Sir Antagonist
1207,S000004592,NE,NE,Non essential,4536,YML123C,chrXIII,24037,25800,1764,28,359,46,54,567,0.14,249,0.141,157,52,43,0.08900000000000001,0.0867,0.0717,PHO84,PHOsphate metabolism
1208,S000004597,NE,NE,Non essential,4531,YML128C,chrXIII,15135,16676,1542,14,116,41,2,392,0.11599999999999999,858,0.556,146,52,47,0.0947,0.0867,0.0783,MSC1,Meiotic Sister-Chromatid recombination
1209,S000001022,NE,NE,Non essential,2663,YHL030W,chrVIII,40084,45690,5607,67,924,40,15,864,0.069,747,0.133,547,64,89,0.0976,0.1067,0.1483,ECM29,ExtraCellular Mutant
1210,S000005801,NE,NE,Non essential,5929,YOR275C,chrXV,839084,841069,1986,19,327,20,32,778,0.061,485,0.244,188,62,53,0.0947,0.1033,0.0883,RIM20,Regulator of IME2
1211,S000005350,NE,NE,Non essential,5452,YNR067C,chrXIV,755746,759099,3354,33,385,8,39,392,0.125,953,0.284,289,73,56,0.0862,0.1217,0.0933,DSE4,Daughter Specific Expression
1212,S000005423,NE,NE,Non essential,5575,YOL062C,chrXV,210520,211995,1476,27,723,17,39,678,0.135,251,0.17,118,65,53,0.0799,0.1083,0.0883,APM4,clathrin Adaptor Protein complex Medium chain
1213,S000005429,NE,NE,Non essential,5569,YOL068C,chrXV,200368,201879,1512,17,277,3,26,304,0.185,394,0.261,152,62,43,0.1005,0.1033,0.0717,HST1,Homolog of SIR Two (SIR2)
1214,S000003217,NE,NE,Non essential,2071,YGL248W,chrVII,35653,36762,1110,17,215,49,11,355,0.21600000000000003,187,0.168,104,66,58,0.0937,0.11,0.0967,PDE1,PhosphoDiEsterase
1215,S000003215,NE,NE,Non essential,2073,YGL246C,chrVII,37617,38780,1164,0,0,8,2,362,0.0,1164,1.0,124,63,60,0.1065,0.105,0.1,RAI1,Rat1p Interacting Protein
1216,S000003213,NE,NE,Non essential,2075,YGL244W,chrVII,41498,43174,1677,6,52,24,18,317,0.055999999999999994,1180,0.7040000000000001,146,71,70,0.0871,0.1183,0.1167,RTF1,Restores TBP Function
1217,S000003212,NE,NE,Non essential,2076,YGL243W,chrVII,43307,44509,1203,26,273,8,10,333,0.325,199,0.165,138,65,66,0.1147,0.1083,0.11,TAD1,tRNA-specific Adenosine Deaminase
1218,S000003211,NE,NE,Non essential,2077,YGL242C,chrVII,44652,45197,546,6,209,13,41,319,0.172,172,0.315,53,72,63,0.0971,0.12,0.105,,
1219,S000005646,NE,NE,Non essential,5769,YOR120W,chrXV,551114,552052,939,71,3326,95,31,523,0.723,77,0.08199999999999999,84,57,65,0.0895,0.095,0.1083,GCY1,Galactose-inducible Crystallin-like Yeast protein
1220,S000001522,NE,NE,Non essential,3794,YKL039W,chrXI,362622,364193,1572,23,229,51,33,586,0.125,311,0.198,142,59,58,0.0903,0.0983,0.0967,PTM1,
1221,S000001521,NE,NE,Non essential,3795,YKL038W,chrXI,365605,369117,3513,24,97,22,62,527,0.065,726,0.207,312,53,42,0.0888,0.0883,0.07,RGT1,Restores Glucose Transport
1222,S000001524,NE,NE,Non essential,3792,YKL041W,chrXI,360143,360817,675,2,39,9,17,565,0.026000000000000002,493,0.73,63,70,52,0.0933,0.1167,0.0867,VPS24,Vacuolar Protein Sorting
1223,S000001529,NE,NE,Non essential,3787,YKL046C,chrXI,351275,352624,1350,26,388,18,41,564,0.171,183,0.136,119,64,55,0.0881,0.1067,0.0917,DCW1,Defective Cell Wall
1224,S000002427,NE,NE,Non essential,1040,YDR020C,chrIV,485746,486444,699,17,232,38,13,455,0.267,174,0.249,62,45,48,0.0887,0.075,0.08,DAS2,Dst1-delta 6-Azauracil Sensitivity
1225,S000002426,NE,NE,Non essential,1039,YDR019C,chrIV,484163,485365,1203,36,351,33,37,466,0.321,214,0.17800000000000002,96,66,43,0.0798,0.11,0.0717,GCV1,GlyCine cleaVage
1226,S000001769,NE,NE,Non essential,3898,YKR061W,chrXI,557677,558954,1278,38,942,19,27,550,0.27,256,0.2,120,71,57,0.0939,0.1183,0.095,KTR2,Kre Two Related
1227,S000001026,NE,NE,Non essential,2658,YHL034C,chrVIII,33193,34077,885,15,271,44,53,550,0.154,234,0.264,73,72,59,0.0825,0.12,0.0983,SBP1,
1228,S000002294,NE,NE,Non essential,876,YDL135C,chrIV,218680,219288,609,19,397,16,39,855,0.182,134,0.22,63,62,66,0.1034,0.1033,0.11,RDI1,Rho GDP Dissociation Inhibitor
1229,S000002292,NE,NE,Non essential,877,YDL134C,chrIV,219662,220771,1110,21,407,45,21,953,0.099,231,0.20800000000000002,94,68,53,0.0847,0.1133,0.0883,PPH21,Protein PHosphatase
1230,S000006041,NE,NE,Non essential,6231,YPL120W,chrXVI,322071,323744,1674,3,10,4,17,236,0.038,916,0.547,161,48,59,0.0962,0.08,0.0983,VPS30,Vacuolar Protein Sorting
1231,S000002478,NE,NE,Non essential,1093,YDR071C,chrIV,588827,589402,576,7,44,32,22,689,0.08800000000000001,119,0.207,70,61,56,0.1215,0.1017,0.0933,PAA1,PolyAmine Acetyltransferase
1232,S000002559,NE,NE,Non essential,1176,YDR152W,chrIV,765706,766503,798,16,465,68,15,488,0.205,223,0.27899999999999997,66,61,64,0.0827,0.1017,0.1067,GIR2,Genetically Interacts with Ribosomal genes
1233,S000006046,NE,NE,Non essential,6226,YPL125W,chrXVI,313388,316486,3099,13,40,16,3,245,0.086,648,0.209,351,84,51,0.1133,0.14,0.085,KAP120,KAryoPherin
1234,S000002796,NE,NE,Non essential,1427,YDR388W,chrIV,1250186,1251634,1449,1,4,27,57,568,0.006,967,0.667,104,48,47,0.0718,0.08,0.0783,RVS167,Reduced Viability on Starvation
1235,S000002790,NE,NE,Non essential,1421,YDR382W,chrIV,1239492,1239824,333,2,6,30,18,650,0.046,191,0.574,20,71,62,0.0601,0.1183,0.1033,RPP2B,Ribosomal Protein P2 Beta
1236,S000000915,NE,NE,Non essential,1824,YER113C,chrV,387932,390052,2121,31,672,14,34,450,0.162,263,0.124,194,66,58,0.0915,0.11,0.0967,TMN3,TransMembrane Nine
1237,S000000262,NE,NE,Non essential,302,YBR058C,chrII,353672,356017,2346,18,204,16,6,439,0.087,400,0.171,222,68,53,0.0946,0.1133,0.0883,UBP14,UBiquitin-specific Protease
1238,S000000260,NE,NE,Non essential,298,YBR056W,chrII,347879,349384,1506,14,89,14,14,631,0.07400000000000001,284,0.18899999999999997,162,65,64,0.1076,0.1083,0.1067,,
1239,S000000919,NE,NE,Non essential,1828,YER117W,chrV,396769,397653,885,1,2,11,19,519,0.011000000000000001,646,0.73,84,51,65,0.0949,0.085,0.1083,RPL23B,Ribosomal Protein of the Large subunit
1240,S000007245,NE,NE,Non essential,3999,YLL018C-A,chrXII,108676,108972,297,6,36,80,37,424,0.23800000000000002,95,0.32,11,47,43,0.037000000000000005,0.0783,0.0717,COX19,Cytochrome c OXidase
1241,S000002535,NE,NE,Non essential,1153,YDR128W,chrIV,709549,712995,3447,63,979,17,8,539,0.17,675,0.196,348,63,61,0.10099999999999999,0.105,0.1017,MTC5,Maintenance of Telomere Capping
1242,S000002441,NE,NE,Non essential,1054,YDR034C,chrIV,509737,512109,2373,29,393,29,52,622,0.098,340,0.14300000000000002,242,69,57,0.102,0.115,0.095,LYS14,LYSine requiring
1243,S000001236,NE,NE,Non essential,2922,YHR193C,chrVIII,487712,488236,525,11,135,19,18,235,0.446,171,0.326,39,51,54,0.0743,0.085,0.09,EGD2,Enhancer of Gal4 DNA binding
1244,S000001047,NE,NE,Non essential,2702,YHR005C,chrVIII,113499,114917,1419,0,0,22,30,973,0.0,1419,1.0,129,61,65,0.0909,0.1017,0.1083,GPA1,G Protein Alpha subunit
1245,S000002991,NE,NE,Non essential,2302,YGL023C,chrVII,450197,452104,1908,28,258,10,12,426,0.172,335,0.17600000000000002,133,47,44,0.0697,0.0783,0.0733,PIB2,PhosphatidylInositol(3)-phosphate Binding
1246,S000003834,NE,NE,Non essential,3504,YJR073C,chrX,572315,572935,621,2,10,15,45,542,0.03,590,0.95,33,46,47,0.0531,0.0767,0.0783,OPI3,OverProducer of Inositol
1247,S000002999,NE,NE,Non essential,2294,YGL031C,chrVII,437467,438397,931,25,324,56,37,675,0.19899999999999998,155,0.166,96,69,45,0.1031,0.115,0.075,RPL24A,Ribosomal Protein of the Large subunit
1248,S000000595,NE,NE,Non essential,644,YCR002C,chrIII,117380,118348,969,2,25,29,3,1144,0.009000000000000001,889,0.917,96,63,51,0.0991,0.105,0.085,CDC10,Cell Division Cycle
1249,S000003179,NE,NE,Non essential,2109,YGL211W,chrVII,92512,93591,1080,10,69,10,17,353,0.131,423,0.392,85,45,40,0.0787,0.075,0.0667,NCS6,Needs Cla4 to Survive
1250,S000002536,NE,NE,Non essential,1154,YDR129C,chrIV,713340,715379,2040,0,0,30,24,450,0.0,2040,1.0,195,65,57,0.0956,0.1083,0.095,SAC6,Suppressor of ACtin
1251,S000001153,NE,NE,Non essential,2830,YHR111W,chrVIII,333072,334394,1323,11,97,26,8,470,0.08800000000000001,330,0.249,115,49,56,0.0869,0.0817,0.0933,UBA4,UBiquitin-Activating
1252,S000000739,NE,NE,Non essential,1670,YEL013W,chrV,128825,130561,1737,1,2,19,25,657,0.004,1665,0.9590000000000001,178,59,65,0.1025,0.0983,0.1083,VAC8,VACuole related
1253,S000000738,NE,NE,Non essential,1671,YEL012W,chrV,131772,132551,780,20,263,56,19,812,0.158,155,0.19899999999999998,74,61,52,0.0949,0.1017,0.0867,UBC8,UBiquitin-Conjugating
1254,S000000730,NE,NE,Non essential,1681,YEL004W,chrV,146951,147979,1029,48,1091,29,38,1146,0.204,96,0.09300000000000001,115,61,60,0.1118,0.1017,0.1,YEA4,
1255,S000000733,NE,NE,Non essential,1678,YEL007W,chrV,141892,143892,2001,15,77,37,42,1121,0.033,864,0.43200000000000005,200,55,69,0.1,0.0917,0.115,MIT1,Muc1 expressed Independent of TEC1
1256,S000000737,NE,NE,Non essential,1672,YEL011W,chrV,133120,135234,2115,27,251,20,26,845,0.076,358,0.16899999999999998,190,53,62,0.0898,0.0883,0.1033,GLC3,GLyCogen
1257,S000004744,NE,NE,Non essential,4814,YMR136W,chrXIII,541199,542881,1683,44,1017,58,32,604,0.21600000000000003,247,0.147,159,42,74,0.0945,0.07,0.1233,GAT2,
1258,S000004745,NE,NE,Non essential,4815,YMR137C,chrXIII,542978,544963,1986,32,349,23,21,653,0.12300000000000001,860,0.433,220,52,56,0.1108,0.0867,0.0933,PSO2,PSOralen derivative sensitive
1259,S000004748,NE,NE,Non essential,4818,YMR140W,chrXIII,547714,549183,1470,8,44,15,8,893,0.03,782,0.532,133,63,60,0.0905,0.105,0.1,SIP5,Snf1 Interacting Protein
1260,S000004340,NE,NE,Non essential,4393,YLR348C,chrXII,826977,827873,897,76,2833,43,105,926,0.457,72,0.08,74,53,47,0.0825,0.0883,0.0783,DIC1,DIcarboxylate Carrier
1261,S000004343,NE,NE,Non essential,4396,YLR351C,chrXII,829489,830364,876,17,160,17,66,932,0.10400000000000001,193,0.22,72,59,55,0.0822,0.0983,0.0917,NIT3,NITrilase superfamily
1262,S000004346,NE,NE,Non essential,4399,YLR354C,chrXII,836350,837357,1008,26,540,29,138,883,0.146,210,0.20800000000000002,88,58,64,0.0873,0.0967,0.1067,TAL1,TransALdolase
1263,S000004349,NE,NE,Non essential,4402,YLR357W,chrXII,841331,844000,2670,3,14,34,11,682,0.008,1377,0.516,252,61,53,0.0944,0.1017,0.0883,RSC2,Remodel the Structure of Chromatin
1264,S000001154,NE,NE,Non essential,2831,YHR112C,chrVIII,334527,335663,1137,19,491,4,41,434,0.193,218,0.192,101,50,51,0.0888,0.0833,0.085,,
1265,S000003543,NE,NE,Non essential,3428,YJL006C,chrX,423138,424109,972,3,189,25,57,383,0.04,861,0.8859999999999999,111,66,65,0.1142,0.11,0.1083,CTK2,Carboxy-Terminal domain Kinase
1266,S000002442,NE,NE,Non essential,1057,YDR035W,chrIV,521816,522928,1113,24,588,50,8,336,0.321,240,0.21600000000000003,112,70,74,0.1006,0.1167,0.1233,ARO3,AROmatic amino acid requiring
1267,S000001074,NE,NE,Non essential,2734,YHR032W,chrVIII,173344,175089,1746,81,5245,28,101,668,0.34700000000000003,281,0.161,123,48,53,0.0704,0.08,0.0883,ERC1,Ethionine Resistance Conferring
1268,S000002532,NE,NE,Non essential,1150,YDR125C,chrIV,701397,702758,1362,26,376,4,27,325,0.294,160,0.11699999999999999,154,54,69,0.1131,0.09,0.115,ECM18,ExtraCellular Mutant
1269,S000001732,NE,NE,Non essential,3860,YKR024C,chrXI,485144,487372,2229,5,60,9,0,377,0.03,1056,0.474,205,58,65,0.092,0.0967,0.1083,DBP7,Dead Box Protein
1270,S000001731,NE,NE,Non essential,3859,YKR023W,chrXI,483419,485011,1593,23,329,6,3,376,0.192,214,0.134,137,62,65,0.086,0.1033,0.1083,RQT4,Ribosome-Quality control Trigger factor
1271,S000001736,NE,NE,Non essential,3864,YKR028W,chrXI,494257,497358,3102,43,503,48,7,385,0.18,411,0.132,320,58,69,0.1032,0.0967,0.115,SAP190,Sit4 Associated Protein
1272,S000001737,NE,NE,Non essential,3865,YKR029C,chrXI,497578,499833,2256,19,89,11,33,396,0.106,550,0.244,222,73,69,0.0984,0.1217,0.115,SET3,SET domain-containing
1273,S000001734,NE,NE,Non essential,3862,YKR026C,chrXI,488738,489655,918,18,168,4,25,356,0.275,247,0.26899999999999996,88,56,71,0.0959,0.0933,0.1183,GCN3,General Control Nonderepressible
1274,S000001738,NE,NE,Non essential,3866,YKR030W,chrXI,500282,501103,822,9,52,31,6,382,0.14300000000000002,204,0.248,95,70,66,0.1156,0.1167,0.11,GMH1,Gea1-6 Membrane-associated High-copy suppressor
1275,S000001739,NE,NE,Non essential,3867,YKR031C,chrXI,501344,506395,5052,43,507,6,21,511,0.083,611,0.121,510,73,48,0.10099999999999999,0.1217,0.08,SPO14,SPOrulation
1276,S000001081,NE,NE,Non essential,2743,YHR039C,chrVIII,184875,186809,1935,29,379,5,15,649,0.115,324,0.16699999999999998,180,82,60,0.09300000000000001,0.1367,0.1,MSC7,Meiotic Sister-Chromatid recombination
1277,S000005432,NE,NE,Non essential,5566,YOL071W,chrXV,196507,196995,489,14,129,14,6,262,0.546,96,0.196,40,53,64,0.0818,0.0883,0.1067,SDH5,Succinate DeHydrogenase
1278,S000005435,NE,NE,Non essential,5563,YOL075C,chrXV,189658,193542,3885,38,482,6,14,288,0.17,675,0.174,343,77,41,0.0883,0.1283,0.0683,,
1279,S000004120,NE,NE,Non essential,4148,YLR130C,chrXII,402794,404062,1269,26,319,12,45,394,0.26,163,0.128,118,66,51,0.09300000000000001,0.11,0.085,ZRT2,Zinc-Regulated Transporter
1280,S000004121,NE,NE,Non essential,4149,YLR131C,chrXII,404510,406822,2313,44,923,42,29,422,0.225,267,0.115,194,61,57,0.0839,0.1017,0.095,ACE2,Activator of CUP1 Expression
1281,S000004123,NE,NE,Non essential,4151,YLR133W,chrXII,408445,410193,1749,40,913,23,38,502,0.228,208,0.11900000000000001,165,47,54,0.0943,0.0783,0.09,CKI1,Choline KInase
1282,S000004126,NE,NE,Non essential,4154,YLR136C,chrXII,415801,416658,858,14,162,28,61,462,0.177,126,0.147,59,56,43,0.0688,0.0933,0.0717,TIS11,similar to the mammalian TPA Induced Sequence gene family
1283,S000005658,NE,NE,Non essential,5781,YOR132W,chrXV,573175,574830,1656,19,192,12,21,568,0.10099999999999999,522,0.315,140,42,52,0.0845,0.07,0.0867,VPS17,Vacuolar Protein Sorting
1284,S000003771,NE,NE,Non essential,3444,YJR010W,chrX,456239,457774,1536,36,809,51,20,605,0.19399999999999998,170,0.111,140,76,67,0.0911,0.1267,0.1117,MET3,METhionine requiring
1285,S000005650,NE,NE,Non essential,5773,YOR124C,chrXV,554824,558642,3819,52,636,17,32,609,0.11199999999999999,490,0.128,398,60,65,0.1042,0.1,0.1083,UBP2,UBiquitin-specific Protease
1286,S000005652,NE,NE,Non essential,5775,YOR126C,chrXV,559961,560677,717,23,539,11,26,597,0.26899999999999996,99,0.138,63,62,59,0.0879,0.1033,0.0983,IAH1,Isoamyl Acetate-Hydrolyzing esterase
1287,S000005655,NE,NE,Non essential,5778,YOR129C,chrXV,566877,569558,2682,24,320,26,30,524,0.085,503,0.188,279,74,61,0.10400000000000001,0.1233,0.1017,AFI1,ArF3-Interacting protein
1288,S000005656,NE,NE,Non essential,5779,YOR130C,chrXV,569929,570807,879,16,190,29,42,539,0.16899999999999998,155,0.17600000000000002,74,63,53,0.0842,0.105,0.0883,ORT1,ORnithine Transporter
1289,S000001550,NE,NE,Non essential,3764,YKL067W,chrXI,314812,315273,462,14,397,33,34,791,0.192,126,0.273,41,67,52,0.0887,0.1117,0.0867,YNK1,Yeast Nucleoside diphosphate Kinase
1290,S000002794,NE,NE,Non essential,1425,YDR386W,chrIV,1246084,1247982,1899,18,423,21,15,607,0.078,295,0.155,184,55,61,0.0969,0.0917,0.1017,MUS81,MMS and UV Sensitive
1291,S000001070,NE,NE,Non essential,2729,YHR028C,chrVIII,164978,167434,2457,50,739,19,35,564,0.18,267,0.109,240,66,64,0.0977,0.11,0.1067,DAP2,Dipeptidyl AminoPeptidase
1292,S000003831,NE,NE,Non essential,3501,YJR070C,chrX,569621,570598,978,18,193,19,26,465,0.198,230,0.235,73,68,41,0.0746,0.1133,0.0683,LIA1,Ligand of eIF5A
1293,S000003830,NE,NE,Non essential,3500,YJR069C,chrX,568806,569399,594,12,202,4,15,410,0.24600000000000002,110,0.185,50,63,66,0.0842,0.105,0.11,HAM1,6-n-HydroxylAMinopurine sensitive
1294,S000003836,NE,NE,Non essential,3506,YJR075W,chrX,573981,575171,1191,28,759,35,5,568,0.207,149,0.125,115,52,59,0.0966,0.0867,0.0983,HOC1,Homologous to OCh1
1295,S000002797,NE,NE,Non essential,1428,YDR389W,chrIV,1252537,1254501,1965,18,249,15,13,442,0.10400000000000001,301,0.153,177,60,64,0.0901,0.1,0.1067,SAC7,Suppressor of ACtin
1296,S000001303,NE,NE,Non essential,3102,YIL041W,chrIX,276525,277505,981,27,323,39,28,577,0.239,126,0.128,67,41,70,0.0683,0.0683,0.1167,GVP36,Golgi Vesicle Protein
1297,S000001006,NE,NE,Non essential,2681,YHL014C,chrVIII,76097,77314,1218,32,529,5,23,502,0.262,265,0.218,123,72,58,0.10099999999999999,0.12,0.0967,YLF2,
1298,S000006293,NE,NE,Non essential,6447,YPR089W,chrXVI,713275,715941,2667,24,140,5,11,366,0.12300000000000001,396,0.14800000000000002,256,58,72,0.096,0.0967,0.12,,
1299,S000006295,NE,NE,Non essential,6448,YPR091C,chrXVI,716156,718468,2313,20,234,19,49,358,0.121,498,0.215,232,68,62,0.1003,0.1133,0.1033,NVJ2,Nucleus-Vacuole Junction
1300,S000006297,NE,NE,Non essential,6450,YPR093C,chrXVI,719558,720424,867,37,546,44,10,367,0.581,202,0.233,62,45,58,0.0715,0.075,0.0967,ASR1,Alcohol Sensitive Ring/PHD finger
1301,S000002283,NE,NE,Non essential,888,YDL125C,chrIV,239019,239606,588,37,982,16,142,889,0.354,97,0.165,52,52,59,0.0884,0.0867,0.0983,HNT1,Histidine triad NucleoTide-binding
1302,S000002282,NE,NE,Non essential,889,YDL124W,chrIV,240259,241197,939,31,661,132,36,822,0.201,152,0.162,79,57,41,0.0841,0.095,0.0683,,
1303,S000002281,NE,NE,Non essential,890,YDL123W,chrIV,241418,241840,423,6,72,43,46,779,0.091,176,0.41600000000000004,26,45,58,0.0615,0.075,0.0967,SNA4,Sensitivity to NA+
1304,S000003838,NE,NE,Non essential,3508,YJR077C,chrX,577255,578190,936,33,612,29,49,641,0.275,121,0.129,60,70,47,0.0641,0.1167,0.0783,MIR1,Mitochondrial Import Receptor
1305,S000002919,NE,NE,Non essential,1553,YDR511W,chrIV,1470017,1470418,402,15,461,12,39,685,0.272,126,0.313,28,54,53,0.0697,0.09,0.0883,SDH7,Succinate DeHydrogenase
1306,S000004132,NE,NE,Non essential,4160,YLR142W,chrXII,425186,426616,1431,23,368,38,23,354,0.22699999999999998,451,0.315,135,50,62,0.0943,0.0833,0.1033,PUT1,Proline UTilization
1307,S000000550,NE,NE,Non essential,599,YCL045C,chrIII,44623,46905,2283,23,214,7,35,484,0.10400000000000001,394,0.17300000000000001,222,57,55,0.0972,0.095,0.0917,EMC1,ER Membrane protein Complex
1308,S000002360,NE,NE,Non essential,806,YDL201W,chrIV,99561,100421,861,22,178,28,12,389,0.32799999999999996,134,0.156,84,67,61,0.0976,0.1117,0.1017,TRM8,Transfer RNA Methyltransferase
1309,S000001301,NE,NE,Non essential,3104,YIL039W,chrIX,278426,279847,1422,18,345,20,18,469,0.135,279,0.196,146,83,83,0.1027,0.1383,0.1383,TED1,Trafficking of Emp24p/Erv25p-dependent cargo Disrupted
1310,S000003006,NE,NE,Non essential,2287,YGL038C,chrVII,425362,426804,1443,1,1,13,63,669,0.005,837,0.58,135,71,58,0.0936,0.1183,0.0967,OCH1,Outer CHain elongation
