,Unnamed: 0_x,Standard name,Common name,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description,Unnamed: 0_y,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp,hits_per_targets,freq_hit_targets,short name,description
3564,4786,S000002345,,17,233,834,0.387047504853,0,155,0.185851318945,0.185523998539,0.219512994601,ORF,"Putative protein of unknown function; YDL186W is not an essential gene
",821,YDL186W,chrIV,125616,126449,56,45,45,834,0.067146282973621,0.09,0.09,0.303571428571429,0.006911562586661,,
3565,4787,S000005428,RTG1,12,157,534,0.652184769039,2,157,0.294007490637,0.283945331914,0,ORF,"Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria, peroxisomes, and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization
",5570,YOL067C,chrXV,201985,202518,33,47,36,534,0.061797752808989,0.094,0.072,0.363636363636364,0.019763174819364,RTG1,ReTroGrade regulation
3566,4789,S000001102,VMA22,0,0,546,0,1,546,1,0.969527966735,0,ORF,"Protein that is required for vacuolar H+-ATPase (V-ATPase) function; peripheral membrane protein; not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)
",2770,YHR060W,chrVIII,220725,221270,38,65,42,546,0.06959706959707,0.13,0.084,0,0,VMA22,Vacuolar Membrane Atpase
3567,4790,S000001421,BNR1,30,338,4128,0.221121481028,9,1048,0.253875968992,0.253875968992,0.256087360758,ORF,"Formin; nucleates the formation of linear actin filaments; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by Bud14p-Kel1p-Kel2p complex; functionally redundant with BNI1
",2973,YIL159W,chrIX,41825,45952,429,42,58,4128,0.103924418604651,0.084,0.116,0.06993006993007,0.000515434687711,BNR1,BNi1 Related
3568,4791,S000004065,RPL10,0,0,666,0,0,666,1,0.990622311137,0,ORF,"Ribosomal 60S subunit protein L10; responsible for joining 40S and 60S subunits; regulates translation initiation; nascent Rpl10p is bound by specific chaperone Sqt1p; similar to members of the QM gene family, mammalian L10, and bacterial L16; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant
",4091,YLR075W,chrXII,282927,283592,51,52,49,666,0.076576576576577,0.104,0.098,0,0,RPL10,Ribosomal Protein of the Large subunit
3569,4793,S000002452,RPC11,0,0,333,0,0,333,1,0.790840634787,0,ORF,"RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS
",1067,YDR045C,chrIV,547978,548310,35,63,53,333,0.105105105105105,0.126,0.106,0,0,RPC11,RNA Polymerase C
3570,4794,S000003022,ERV14,4,52,417,0.220665572805,3,215,0.515587529976,0.462751649423,0,ORF,"COPII-coated vesicle protein; involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p and Nha1p antiporter to cell surface; related to Drosophila cornichon; ERV14 has a paralog, ERV15, that arose from the whole genome duplication
",2270,YGL054C,chrVII,400871,401287,46,50,40,417,0.11031175059952,0.1,0.08,0.086956521739131,0.004797077669674,ERV14,ER Vesicle
3571,4795,S000005333,LYS9,13,152,1341,0.372272263433,2,378,0.281879194631,0.281876070292,0.251756505925,ORF,"Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112
",5435,YNR050C,chrXIV,714048,715388,114,51,59,1341,0.085011185682327,0.102,0.118,0.114035087719298,0.003265546170465,LYS9,LYSine requiring
3572,4796,S000003692,SSY5,4,193,2100,0.0331509625127,0,2071,0.98619047619,0.986190470665,0,ORF,"Serine protease of SPS plasma membrane amino acid sensor system; contains an inhibitory domain that dissociates in response to extracellular amino acids, freeing a catalytic domain to activate transcription factor Stp1p; other members are Ssy1p and Ptr3p
",3273,YJL156C,chrX,126853,128952,202,50,47,2100,0.096190476190476,0.1,0.094,0.01980198019802,0.000164113675805,SSY5,Sulfonylurea Sensitive on YPD
3573,4798,S000003023,OLE1,1,1,1533,0.0159175953295,0,1462,0.953685583823,0.953684034082,0,ORF,"Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria
",2269,YGL055W,chrVII,398628,400160,108,43,60,1533,0.070450097847358,0.086,0.12,0.009259259259259,0.00014738514194,OLE1,OLEic acid requiring
3574,4799,S000003055,MMS2,7,30,499,0.550680317334,4,190,0.458937198068,0.410625159398,0.259269913239,ORF,"Ubiquitin-conjugating enzyme variant; involved in error-free postreplication repair; forms a heteromeric complex with Ubc13p, an active ubiquitin-conjugating enzyme; cooperates with chromatin-associated RING finger proteins, Rad18p and Rad5p; protein abundance increases in response to DNA replication stress
",2236,YGL087C,chrVII,346406,346904,44,47,50,499,0.088176352705411,0.094,0.1,0.159090909090909,0.012515461757591,MMS2,Methyl MethaneSulfonate sensitivity
3575,4800,S000005330,FPK1,11,81,2682,0.126854148429,3,759,0.282997762864,0.282997762859,0.116339266328,ORF,"Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members, regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits upstream inhibitory kinase, Ypk1p; localizes to the cytoplasm, early endosome/TGN compartments and thplasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; FPK1 has a paralog, KIN82, that arose from the whole genome duplication
",5432,YNR047W,chrXIV,708523,711204,222,36,48,2682,0.082774049217002,0.072,0.096,0.04954954954955,0.000571415083014,FPK1,FliPase Kinase 1
3576,4801,S000002589,SAS4,8,22,1446,0.1243259204,1,449,0.31051175657,0.31051055218,0.143163611649,ORF,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; required for the HAT activity of Sas2p
",1207,YDR181C,chrIV,825910,827355,124,56,48,1446,0.085753803596127,0.112,0.096,0.064516129032258,0.001002628390323,SAS4,Something About Silencing
3577,4802,S000005331,,14,314,1182,0.381944019734,2,250,0.211505922166,0.211494426686,0.222897963987,ORF,"Potential noncatalytic subunit for phospholipid translocase Dnf3p; YNR048W has a paralog, CDC50, that arose from the whole genome duplication
",5433,YNR048W,chrXIV,711630,712811,110,48,42,1182,0.093062605752961,0.096,0.084,0.127272727272727,0.003472218361218,,
3578,4803,S000002342,,7,150,963,0.125139983304,2,319,0.331256490135,0.331095689918,0.197228967339,ORF,"Protein that may form an active mitochondrial KHE system; mitochondrial inner-membrane protein; non-essential gene; KHE system stands for K+/H+ exchanger system
",825,YDL183C,chrIV,130871,131833,89,40,38,963,0.092419522326064,0.08,0.076,0.078651685393259,0.001406067228135,,
3579,4804,S000005336,NOG2,0,0,1993,0,0,1461,1,0.999996661548,0,ORF,"Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2
",5438,YNR053C,chrXIV,721120,723112,177,54,48,1993,0.088810837932765,0.108,0.096,0,0,NOG2,NucleOlar G-protein
3580,4805,S000001243,RPN10,8,92,807,0.282808444974,5,209,0.258983890954,0.258386714502,0.194372526643,ORF,"Non-ATPase base subunit of the 19S RP of the 26S proteasome; N-terminus plays a role in maintaining the structural integrity of the regulatory particle (RP); binds selectively to polyubiquitin chains; homolog of the mammalian S5a protein
",2931,YHR200W,chrVIII,499079,499885,53,30,40,807,0.065675340768278,0.06,0.08,0.150943396226415,0.005336008395736,RPN10,Regulatory Particle Non-ATPase
3581,4806,S000005337,ESF2,9,182,951,0.376600482464,0,789,0.829652996845,0.829198943185,0.259315479975,ORF,"Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome
",5439,YNR054C,chrXIV,723356,724306,76,47,54,951,0.079915878023134,0.094,0.108,0.118421052631579,0.004955269506105,ESF2,Eighteen S rRNA Factor 2
3582,4807,S000002454,HEM12,2,6,1089,0.0404908747913,0,1012,0.929292929293,0.92916492785,0,ORF,"Uroporphyrinogen decarboxylase; catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda
",1069,YDR047W,chrIV,551860,552948,93,32,65,1089,0.085399449035813,0.064,0.13,0.021505376344086,0.000435385750444,HEM12,HEMe biosynthesis
3583,4808,S000004218,ECM22,10,120,2445,0.0939396890317,1,578,0.236400817996,0.236400817954,0.116462031013,ORF,"Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes upon sterol depletion, after relocating from intracellular membranes to perinuclear foci; redundant activator of filamentation with UPC2, up-regulating the expression of genes involved in filamentous growth; contains Zn[2]-Cys[6] binuclear cluster; ECM22 has a paralog, UPC2, that arose from the whole genome duplication
",4263,YLR228C,chrXII,600019,602463,204,69,39,2445,0.083435582822086,0.138,0.078,0.049019607843137,0.000460488671724,ECM22,ExtraCellular Mutant
3584,4809,S000004219,CDC42,0,0,576,0,0,576,1,0.977246056537,0,ORF,"Small rho-like GTPase; essential for establishment and maintenance of cell polarity; plays a role late in cell fusion via activation of key cell fusion regulator Fus2p; mutants have defects in the organization of actin and septins; human homolog CDC42 can complement yeast cdc42 mutant
",4264,YLR229C,chrXII,604212,604787,45,38,47,576,0.078125,0.076,0.094,0,0,CDC42,Cell Division Cycle
3585,4810,S000004216,BUR2,3,22,1188,0.0801627384961,6,909,0.765151515152,0.765112350368,0,ORF,"Cyclin for the Sgv1p (Bur1p) protein kinase; Sgv1p and Bur2p comprise the CDK-cyclin BUR kinase complex which is involved in transcriptional regulation through its phosphorylation of the carboxy-terminal domain (CTD) of the largest subunit of RNA polymerase II (Rpo21p); BUR kinase is also involved in the recruitment of Spt6p to the CTD at the onset of transcription
",4261,YLR226W,chrXII,589354,590541,119,59,57,1188,0.10016835016835,0.118,0.114,0.025210084033614,0.00067363645795,BUR2,Bypass UAS Requirement
3586,4811,S000004217,ADY4,21,276,1482,0.449820062978,3,185,0.124831309042,0.124830971236,0.189195197552,ORF,"Structural component of the meiotic outer plaque; outer plaque is a membrane-organizing center that assembles on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane
",4262,YLR227C,chrXII,590562,592043,178,48,47,1482,0.120107962213225,0.096,0.094,0.117977528089888,0.002527079005494,ADY4,Accumulation of DYads
3587,4812,S000004214,UCC1,5,69,1110,0.136810364083,1,317,0.285585585586,0.285553699001,0,ORF,"F-box protein and component of SCF ubiquitin ligase complexes; involved in ubiquitin-dependent protein catabolism; readily monoubiquitinated in vitro by SCF-Ubc4 complexes; SCF-Ucc1 regulates level of Cit2 citrate synthase protein to maintain citrate homeostasis, acts as metabolic switch for glyoxylate cycle; UCC1 transcription is downregulated in cells grown on C2-compounds
",4259,YLR224W,chrXII,586464,587573,104,45,57,1110,0.093693693693694,0.09,0.114,0.048076923076923,0.001315484270029,UCC1,Ubiquitination of Citrate synthase in the glyoxylate Cycle
3588,4813,S000004215,,8,50,1224,0.206286959228,2,357,0.291666666667,0.291656250791,0.174861302498,ORF,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YLR225C has a paralog, YDR222W, that arose from the whole genome duplication
",4260,YLR225C,chrXII,587695,588918,120,58,61,1224,0.098039215686275,0.116,0.122,0.066666666666667,0.001719057993567,,
3589,4814,S000004212,UTP13,1,1,2454,0.0148830219152,0,1569,0.639364303178,0.639364303075,0,ORF,"Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
",4256,YLR222C,chrXII,579318,581771,250,53,45,2454,0.101874490627547,0.106,0.09,0.004,5.95320876608E-05,UTP13,U Three Protein
3590,4815,S000004213,IFH1,7,268,3258,0.0705057373566,0,2336,0.717004297115,0.717004297115,0,ORF,"Coactivator, regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog, CRF1, that arose from the whole genome duplication
",4258,YLR223C,chrXII,582233,585490,294,46,55,3258,0.0902394106814,0.092,0.11,0.023809523809524,0.000239815433186,IFH1,Interacts with Fork Head
3591,4816,S000004210,CCC1,3,8,969,0.110343732635,1,677,0.698658410733,0.698339005715,0,ORF,"Vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation; relative distribution to the vacuole decreases upon DNA replication stress
",4254,YLR220W,chrXII,576825,577793,72,50,56,969,0.074303405572756,0.1,0.112,0.041666666666667,0.001532551842153,CCC1,Cross-Complements Ca(2+) phenotype of csg1
3592,4817,S000004211,RSA3,1,5,663,0.0545974558183,2,442,0.666666666667,0.660226317982,0,ORF,"Protein with a likely role in ribosomal maturation; required for accumulation of wild-type levels of large (60S) ribosomal subunits; binds to the helicase Dbp6p in pre-60S ribosomal particles in the nucleolus
",4255,YLR221C,chrXII,578362,579024,61,49,50,663,0.092006033182504,0.098,0.1,0.016393442622951,0.000895040259316,RSA3,RiboSome Assembly
3593,4818,S000005484,TRM11,5,91,1302,0.0875122674518,11,450,0.345622119816,0.345616461734,0,ORF,"Catalytic subunit of adoMet-dependent tRNA methyltransferase complex; required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain; another complex member is Trm112p
",5509,YOL124C,chrXV,85456,86757,118,52,62,1302,0.09062980030722,0.104,0.124,0.042372881355932,0.000741629385185,TRM11,TRna Methyltransferase
3594,4819,S000002343,RPL41A,1,15,78,0.216346153846,8,41,0.525641025641,0.11981274966,0,ORF,"Ribosomal 60S subunit protein L41A; comprises only 25 amino acids; rpl41a rpl41b double null mutant is viable; homologous to mammalian ribosomal protein L41, no bacterial homolog; RPL41A has a paralog, RPL41B, that arose from the whole genome duplication
",824,YDL184C,chrIV,130407,130484,4,58,44,78,0.051282051282051,0.116,0.088,0.25,0.0540865384615,RPL41A,Ribosomal Protein of the Large subunit
3595,4820,S000003538,PRE3,0,0,764,0,0,648,1,0.988793593678,0,ORF,"Beta 1 subunit of the 20S proteasome; responsible for cleavage after acidic residues in peptides
",3433,YJL001W,chrX,435163,435926,72,54,63,764,0.094240837696335,0.108,0.126,0,0,PRE3,PRoteinase yscE
3596,4821,S000003536,,3,27,315,0.209322247417,0,119,0.377777777778,0.286926346403,0,ORF,"Putative protein of unknown function
",3133,YIL014C-A,chrIX,325212,325526,26,59,55,315,0.082539682539683,0.118,0.11,0.115384615384615,0.008050855669885,,
3597,4822,S000005485,TRM13,15,382,1431,0.253153848983,8,416,0.29070580014,0.290704490093,0.216689846272,ORF,"2'-O-methyltransferase; responsible for modification of tRNA at position 4; C-terminal domain has similarity to Rossmann-fold (RFM) superfamily of RNA methyltransferases
",5508,YOL125W,chrXV,83834,85264,125,41,50,1431,0.087351502445842,0.082,0.1,0.12,0.002025230791864,TRM13,TRna Methyltransferase
3598,4823,S000001240,RIX1,2,8,2292,0.0252740592114,0,2016,0.879581151832,0.87958115111,0,ORF,"Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene
",2927,YHR197W,chrVIII,493896,496187,221,64,65,2292,0.096422338568936,0.128,0.13,0.009049773755656,0.000114362258875,RIX1,RIbosome eXport
3599,4824,S000003539,OST1,1,2,1431,0.0158649215253,0,1077,0.752620545073,0.752617153439,0,ORF,"Alpha subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins
",3432,YJL002C,chrX,433221,434651,146,58,55,1431,0.102026554856744,0.116,0.11,0.006849315068493,0.000108663846064,OST1,OligoSaccharylTransferase
3600,4825,S000005486,MDH2,22,197,1134,0.499596106466,6,174,0.153439153439,0.153425676614,0.240236589585,ORF,"Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1
",5507,YOL126C,chrXV,81787,82920,95,46,49,1134,0.083774250440917,0.092,0.098,0.231578947368421,0.005258906383853,MDH2,Malate DeHydrogenase
3601,4826,S000001000,,43,743,1884,0.384568408556,1,301,0.159766454352,0.159766446591,0.357040006858,ORF,"Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
",2687,YHL008C,chrVIII,92627,94510,169,52,46,1884,0.089702760084926,0.104,0.092,0.254437869822485,0.002275552713349,,
3602,4827,S000004036,,11,141,813,0.238258899739,1,217,0.266912669127,0.266332973847,0.299898259341,ORF,"Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog, RTA1, that arose from the whole genome duplication
",4062,YLR046C,chrXII,238001,238813,72,52,54,813,0.088560885608856,0.104,0.108,0.152777777777778,0.003309151385264,,
3603,4828,S000004037,FRE8,22,275,2061,0.189464014233,0,385,0.186802523047,0.186802521501,0.142252880027,ORF,"Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p
",4063,YLR047C,chrXII,239347,241407,206,55,57,2061,0.099951479864144,0.11,0.114,0.106796116504854,0.000919728224432,FRE8,
3604,4829,S000004034,PDC1,36,458,1692,0.423295144572,2,230,0.135933806147,0.135933761101,0.353800192144,ORF,"Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo
",4060,YLR044C,chrXII,232390,234081,115,50,50,1692,0.067966903073286,0.1,0.1,0.31304347826087,0.003680827344104,PDC1,Pyruvate DeCarboxylase
3605,4831,S000004520,IMD4,33,244,1983,0.348412167543,1,275,0.174603174603,0.174602988179,0.295124259623,ORF,"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD4 has a paralog, IMD3, that arose from the whole genome duplication
",4611,YML056C,chrXIII,162194,164176,194,57,42,1983,0.097831568330812,0.114,0.084,0.170103092783505,0.001795939007954,IMD4,IMP Dehydrogenase
3606,4832,S000004033,TRX1,6,103,312,0.368479805155,12,104,0.333333333333,0.25132957215,0,ORF,"Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx2p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases iunder DNA replication stress; TRX1 has a paralog, TRX2, that arose from the whole genome duplication
",4059,YLR043C,chrXII,231702,232013,29,53,49,312,0.092948717948718,0.106,0.098,0.206896551724138,0.012706200177759,TRX1,ThioRedoXin
3607,4833,S000004030,AFB1,8,338,675,0.227680311891,0,164,0.242962962963,0.240878951692,0.199349781836,ORF,"MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W
",4056,YLR040C,chrXII,228908,229582,60,53,55,675,0.088888888888889,0.106,0.11,0.133333333333333,0.00379467186485,AFB1,A-Factor Barrier
3608,4835,S000003057,MF(ALPHA)2,7,49,363,0.654255772344,2,94,0.258953168044,0.216528776983,0,ORF,"Mating pheromone alpha-factor, made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)1, which is more highly expressed; MF(ALPHA)2 has a paralog, MF(ALPHA)1, that arose from the whole genome duplication
",2234,YGL089C,chrVII,344791,345153,25,46,49,363,0.068870523415978,0.092,0.098,0.28,0.02617023089376,MF(ALPHA)2,Mating Factor ALPHA
3609,4836,S000001637,SRP102,0,0,735,0,0,735,1,0.995274287398,0,ORF,"Signal recognition particle (SRP) receptor beta subunit; involved in SRP-dependent protein targeting; anchors the alpha subunit, Srp101p to the ER membrane
",3670,YKL154W,chrXI,161601,162335,79,43,51,735,0.107482993197279,0.086,0.102,0,0,SRP102,Signal Recognition Particle
3610,4837,S000004528,RPS1B,3,11,768,0.167660361842,1,485,0.631510416667,0.629362052518,0,ORF,"Ribosomal protein 10 (rp10) of the small (40S) subunit; homologous to mammalian ribosomal protein S3A, no bacterial homolog; RPS1B has a paralog, RPS1A, that arose from the whole genome duplication
",4602,YML063W,chrXIII,146482,147249,83,42,52,768,0.108072916666667,0.084,0.104,0.036144578313253,0.002020004359542,RPS1B,Ribosomal Protein of the Small subunit
3611,4838,S000004529,TEM1,0,0,738,0,0,738,1,0.995413312708,0,ORF,"GTP-binding protein of the Ras superfamily; involved in termination of M-phase; controls actomyosin and septin dynamics during cytokinesis
",4601,YML064C,chrXIII,145139,145876,65,53,44,738,0.088075880758808,0.106,0.088,0,0,TEM1,TErmination of M phase
3612,4839,S000004038,RPS0B,8,24,1118,0.193946869248,1,277,0.364953886693,0.363595846076,0.171397837086,ORF,"Protein component of the small (40S) ribosomal subunit; RPS0B has a paralog, RPS0A, that arose from the whole genome duplication; required for maturation of 18S rRNA along with Rps0Ap; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2
",4064,YLR048W,chrXII,242232,243349,92,51,70,1118,0.082289803220036,0.102,0.14,0.086956521739131,0.002108118144,RPS0B,Ribosomal Protein of the Small subunit
3613,4840,S000004039,,8,43,1287,0.113225733479,5,397,0.308469308469,0.30846344138,0.190769739035,ORF,"Putative protein of unknown function
",4065,YLR049C,chrXII,243886,245172,130,63,50,1287,0.101010101010101,0.126,0.1,0.061538461538462,0.000870967180608,MLO50,Mitochondrially LOcalized protein of 50 kDa
3614,4841,S000002340,INH1,4,32,258,0.251983053903,3,162,0.627906976744,0.402530697001,0,ORF,"Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog, STF1, that arose from the whole genome duplication
",827,YDL181W,chrIV,135179,135436,19,41,49,258,0.073643410852713,0.082,0.098,0.210526315789474,0.013262265994895,INH1,INHibitor (of F1F0-ATPase)
3615,4842,S000005482,SMF1,25,473,1728,0.332946253373,3,215,0.124421296296,0.124421267531,0.156964320146,ORF,"Divalent metal ion transporter; broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins
",5511,YOL122C,chrXV,89692,91419,153,49,48,1728,0.088541666666667,0.098,0.096,0.163398692810458,0.002176119303092,SMF1,Suppressor of Mitochondria import Function
3616,4843,S000001241,AIM18,6,56,966,0.164018489094,5,290,0.300207039337,0.300065616189,0.148282352003,ORF,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss
",2928,YHR198C,chrVIII,496315,497280,99,53,45,966,0.102484472049689,0.106,0.09,0.060606060606061,0.001656752415091,AIM18,Altered Inheritance rate of Mitochondria
3617,4845,S000005483,HRP1,1,1,1605,0.0140707898738,0,1585,0.98753894081,0.987538159692,0,ORF,"Subunit of cleavage factor I; cleavage factor I is a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences; required for genome stability
",5510,YOL123W,chrXV,87844,89448,138,59,53,1605,0.085981308411215,0.118,0.106,0.007246376811594,0.000101962245462,HRP1,Heterogenous nuclear RibonucleoProtein
3618,4846,S000003468,SPG1,10,170,288,0.741725768322,2,79,0.274305555556,0.193885262036,0,ORF,"Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
",2573,YGR236C,chrVII,962530,962817,21,46,49,288,0.072916666666667,0.092,0.098,0.476190476190476,0.035320274682,SPG1,Stationary Phase Gene
3619,4847,S000005126,IPI3,0,0,1668,0,0,1668,1,0.999999578734,0,ORF,"Component of the Rix1 complex and pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; highly conserved protein which contains several WD40 motifs; IPI3 is an essential gene; other members include Rix1p, Ipi1p, and Ipi3p
",5189,YNL182C,chrXIV,295960,297627,157,51,47,1668,0.094124700239808,0.102,0.094,0,0,IPI3,Involved in Processing ITS2
3620,4849,S000001079,PUT2,20,335,1728,0.228791291291,4,266,0.153935185185,0.153935149596,0.172625948542,ORF,"Delta-1-pyrroline-5-carboxylate dehydrogenase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of human homolog ALDH4A1 causes type II hyperprolinemia (HPII), an autosomal recessive inborn error of metabolism; human homolog ALDH4A1 can complement yeast null mutant
",2741,YHR037W,chrVIII,181977,183704,150,39,51,1728,0.086805555555556,0.078,0.102,0.133333333333333,0.001525275275273,PUT2,Proline UTilization
3621,4850,S000002391,OST4,0,0,111,0,0,111,1,0.291109827434,0,ORF,"Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex
",775,YDL232W,chrIV,38487,38597,12,40,51,111,0.108108108108108,0.08,0.102,0,0,OST4,OligoSaccharylTransferase
3622,4851,S000001246,RPS4B,17,86,1055,0.627099236641,3,151,0.192111959288,0.191565758628,0.243010845303,ORF,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication
",2934,YHR203C,chrVIII,504476,505530,96,64,35,1055,0.090995260663507,0.128,0.07,0.177083333333333,0.00653228371501,RPS4B,Ribosomal Protein of the Small subunit
3623,4852,S000002390,BRE4,31,225,3378,0.368384024443,2,639,0.189165186501,0.189165186501,0.224370783197,ORF,"Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport
",776,YDL231C,chrIV,38867,42244,319,62,49,3378,0.094434576672587,0.124,0.098,0.09717868338558,0.001154808854053,BRE4,BREfeldin A sensitivity
3624,4853,S000002432,RPS11A,5,12,810,0.300095175342,0,272,0.577494692144,0.541467194108,0,ORF,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; N-terminally propionylated in vivo; RPS11A has a paralog, RPS11B, that arose from the whole genome duplication
",1045,YDR025W,chrIV,491515,492324,81,36,54,810,0.1,0.072,0.108,0.061728395061728,0.003704878707926,RPS11A,Ribosomal Protein of the Small subunit
