Standard name,id,short name,description
S000003431,YGR199W,PMT6,Protein O-MannosylTransferase
S000003432,YGR200C,ELP2,ELongator Protein
S000003433,YGR201C,,
S000003434,YGR202C,PCT1,Phosphocholine CytidylylTransferase
S000003435,YGR203W,YCH1,Yeast Cdc25 Homolog
S000003436,YGR204W,ADE3,ADEnine requiring
S000003437,YGR205W,TDA10,Topoisomerase I Damage Affected
S000003438,YGR206W,MVB12,MultiVesicular Body sorting factor of 12 kilodaltons
S000003439,YGR207C,CIR1,Changed Intracellular Redox state
S000003440,YGR208W,SER2,SERine requiring
S000003441,YGR209C,TRX2,ThioRedoXin
S000003442,YGR210C,,
S000003443,YGR211W,ZPR1,Zinc finger PRotein
S000003444,YGR212W,SLI1,Sphingosine-Like Immunosuppressant resistant gene
S000003445,YGR213C,RTA1,Resistance To 7-Aminocholesterol
S000003446,YGR214W,RPS0A,Ribosomal Protein of the Small subunit
S000003447,YGR215W,RSM27,Ribosomal Small subunit of Mitochondria
S000003448,YGR216C,GPI1,GlycosylPhosphatidylInositol anchoring biosynthesis
S000003449,YGR217W,CCH1,Calcium Channel Homolog
S000003450,YGR218W,CRM1,Chromosome Region Maintenance
S000003452,YGR220C,MRPL9,"Mitochondrial Ribosomal Protein, Large subunit"
S000003453,YGR221C,TOS2,Target Of Sbf
S000003454,YGR222W,PET54,PETite colonies
S000003455,YGR223C,HSV2,Homologous with SVP1
S000003456,YGR224W,AZR1,Acetic Acid and AZoles Resistance
S000003457,YGR225W,AMA1,Activator of Meiotic APC/C
S000003459,YGR227W,DIE2,Derepression of ITR1 Expression
S000003461,YGR229C,SMI1,Suppressor of MAR Inhibitor
S000003462,YGR230W,BNS1,Bypasses Need for Spo12p
S000003463,YGR231C,PHB2,ProHiBitin
S000003464,YGR232W,NAS6,Non-ATPase Subunit 6
S000003465,YGR233C,PHO81,PHOsphate metabolism
S000003466,YGR234W,YHB1,Yeast flavoHemogloBin
S000003467,YGR235C,MIC26,MItochondrial contact site and Cristae organizing system
S000003468,YGR236C,SPG1,Stationary Phase Gene
S000003469,YGR237C,,
S000003470,YGR238C,KEL2,KELch repeat
S000003471,YGR239C,PEX21,PEroXin
S000003472,YGR240C,PFK1,PhosphoFructoKinase
S000003473,YGR241C,YAP1802,Yeast Assembly Polypeptide
S000003475,YGR243W,MPC3,Mitochondrial Pyruvate Carrier
S000003476,YGR244C,LSC2,Ligase of Succinyl-CoA
S000003477,YGR245C,SDA1,Severe Depolymerization of Actin
S000003478,YGR246C,BRF1,B-Related Factor
S000003479,YGR247W,CPD1,Cyclic nucleotide PhosphoDiesterase
S000003480,YGR248W,SOL4,Suppressor Of Los1-1
S000003481,YGR249W,MGA1,
S000003482,YGR250C,RIE1,Restoration of Impaired growths of ERMES-lacking cells
S000003483,YGR251W,NOP19,NucleOlar Protein
S000003484,YGR252W,GCN5,General Control Nonderepressible
S000003485,YGR253C,PUP2,PUtative Proteasome subunit
S000003486,YGR254W,ENO1,ENOlase
S000003487,YGR255C,COQ6,COenzyme Q
S000003488,YGR256W,GND2,6-phosphoGlucoNateDehydrogenase
S000003489,YGR257C,MTM1,Manganese Trafficking factor for Mitochondrial SOD2
S000003490,YGR258C,RAD2,RADiation sensitivity
S000003492,YGR260W,TNA1,Transporter of Nicotinic Acid
S000003493,YGR261C,APL6,clathrin Adaptor Protein complex Large chain
S000003494,YGR262C,BUD32,BUD site selection
S000003495,YGR263C,SAY1,Steryl Acetyl hYdrolase
S000003496,YGR264C,MES1,MEthionyl-tRNA Synthetase
S000003498,YGR266W,,
S000003499,YGR267C,FOL2,FOLic acid synthesis
S000003500,YGR268C,HUA1,
S000003502,YGR270W,YTA7,Yeast Tat-binding Analog
S000003503,YGR271W,SLH1,SKI2-Like Helicase
S000003505,YGR273C,,Ilm1p BInding
S000003506,YGR274C,TAF1,TATA binding protein-Associated Factor
S000003507,YGR275W,RTT102,Regulator of Ty1 Transposition
S000003508,YGR276C,RNH70,RNase H
S000003509,YGR277C,CAB4,Coenzyme A Biosynthesis
S000003510,YGR278W,CWC22,Complexed With Cef1p
S000003511,YGR279C,SCW4,Soluble Cell Wall protein
S000003512,YGR280C,PXR1,PinX1-Related gene
S000003513,YGR281W,YOR1,Yeast Oligomycin Resistance
S000003514,YGR282C,BGL2,Beta-GLucanase
S000003515,YGR283C,,
S000003516,YGR284C,ERV29,ER Vesicle
S000003517,YGR285C,ZUO1,ZUOtin
S000003518,YGR286C,BIO2,BIOtin
S000003519,YGR287C,IMA1,IsoMAltase
S000003520,YGR288W,MAL13,MALtose fermentation
S000003521,YGR289C,MAL11,MALtose fermentation
S000003529,YHR001W-A,QCR10,ubiQuinol-cytochrome C oxidoReductase
S000003530,YHR005C-A,TIM10,Translocase of the Inner Membrane
S000003531,YHR021W-A,ECM12,ExtraCellular Mutant
S000003536,YIL014C-A,,
S000003538,YJL001W,PRE3,PRoteinase yscE
S000003539,YJL002C,OST1,OligoSaccharylTransferase
S000003540,YJL003W,COX16,Cytochrome c OXidase
S000003541,YJL004C,SYS1,Suppressor of Ypt Six
S000003542,YJL005W,CYR1,CYclic AMP Requirement
S000003543,YJL006C,CTK2,Carboxy-Terminal domain Kinase
S000003545,YJL008C,CCT8,Chaperonin Containing TCP-1
S000003547,YJL010C,NOP9,NucleOlar Protein
S000003548,YJL011C,RPC17,RNA Polymerase C
S000003549,YJL012C,VTC4,Vacuolar Transporter Chaperone
S000003550,YJL013C,MAD3,Mitotic Arrest-Deficient
S000003551,YJL014W,CCT3,Chaperonin Containing TCP-1
S000003553,YJL016W,TPH3,Twin PH domain-3
S000003556,YJL019W,MPS3,MonoPolar Spindle
S000003557,YJL020C,BBC1,Bni1 synthetic lethal and Bee1 (las17) Complex member
S000003560,YJL023C,PET130,PETite colonies
S000003561,YJL024C,APS3,clathrin Associated Protein complex Small subunit
S000003562,YJL025W,RRN7,Regulation of RNA polymerase I
S000003563,YJL026W,RNR2,RiboNucleotide Reductase
S000003564,YJL027C,,
S000003565,YJL028W,,
S000003566,YJL029C,VPS53,Vacuolar Protein Sorting
S000003567,YJL030W,MAD2,Mitotic Arrest-Deficient
S000003568,YJL031C,BET4,Blocked Early in Transport
S000003570,YJL033W,HCA4,Helicase CA
S000003571,YJL034W,KAR2,KARyogamy
S000003572,YJL035C,TAD2,tRNA-specific Adenosine Deaminase
S000003573,YJL036W,SNX4,Sorting NeXin
S000003574,YJL037W,IRC18,Increased Recombination Centers
S000003575,YJL038C,LOH1,Loss Of Heterozygosity
S000003576,YJL039C,NUP192,NUclear Pore
S000003577,YJL041W,NSP1,NucleoSkeletal-like Protein
S000003578,YJL042W,MHP1,MAP-Homologous Protein
S000003579,YJL043W,,
S000003580,YJL044C,GYP6,Gtpase-activating protein of Ypt6 Protein
S000003581,YJL045W,,
S000003582,YJL046W,AIM22,Altered Inheritance rate of Mitochondria
S000003583,YJL047C,RTT101,Regulator of Ty1 Transposition
S000003584,YJL048C,UBX6,UBiquitin regulatory X
S000003585,YJL049W,CHM7,CHarged Multivesicular body protein
S000003586,YJL050W,MTR4,Mrna TRansport
S000003587,YJL051W,IRC8,Increased Recombination Centers
S000003588,YJL052W,TDH1,Triose-phosphate DeHydrogenase
S000003589,YJL053W,PEP8,carboxyPEPtidase Y-deficient
S000003590,YJL054W,TIM54,Translocase of the Inner Mitochondrial membrane
S000003591,YJL055W,LOG1,LOnely Guy
S000003592,YJL056C,ZAP1,Zinc-responsive Activator Protein
S000003593,YJL057C,IKS1,
S000003594,YJL058C,BIT61,Binding partner of Tor2p
S000003595,YJL059W,YHC3,Yeast Homolog of human Cln3
S000003596,YJL060W,BNA3,Biosynthesis of Nicotinic Acid
S000003597,YJL061W,NUP82,NUclear Pore
S000003598,YJL062W,LAS21,Local Anestheticum Sensitive
S000003599,YJL063C,MRPL8,"Mitochondrial Ribosomal Protein, Large subunit"
S000003601,YJL065C,DLS1,Dpb3-Like Subunit of ISW2/yCHRAC complex
S000003602,YJL066C,MPM1,Mitochondrial Peculiar Membrane protein
S000003604,YJL068C,,
S000003605,YJL069C,UTP18,U Three Protein
S000003606,YJL070C,,
S000003607,YJL071W,ARG2,ARGinine requiring
S000003608,YJL072C,PSF2,Partner of Sld Five
S000003609,YJL073W,JEM1,DnaJ-like protein of the ER Membrane
S000003610,YJL074C,SMC3,Stability of MiniChromosomes
S000003612,YJL076W,NET1,Nucleolar silencing Establishing factor and Telophase regulator
S000003613,YJL077C,ICS3,Increased Copper Sensitivity
S000003614,YJL078C,PRY3,Pathogen Related in Yeast
S000003615,YJL079C,PRY1,Pathogen Related in Yeast
S000003616,YJL080C,SCP160,S. cerevisiae protein involved in the Control of Ploidy
S000003617,YJL081C,ARP4,Actin-Related Protein
S000003618,YJL082W,IML2,Increased Minichromosome Loss
S000003619,YJL083W,TAX4,
S000003620,YJL084C,ALY2,Arrestin-Like Yeast protein
S000003621,YJL085W,EXO70,EXOcyst
S000003623,YJL087C,TRL1,tRNA Ligase
S000003624,YJL088W,ARG3,ARGinine requiring
S000003625,YJL089W,SIP4,SNF1-Interacting Protein
S000003626,YJL090C,DPB11,DNA Polymerase B (II)
S000003627,YJL091C,GWT1,GPI-anchored Wall protein Transfer
S000003628,YJL092W,SRS2,Suppressor of Rad Six
S000003629,YJL093C,TOK1,
S000003630,YJL094C,KHA1,K/H ion Antiporter
S000003631,YJL095W,BCK1,Bypass of C Kinase
S000003632,YJL096W,MRPL49,"Mitochondrial Ribosomal Protein, Large subunit"
S000003633,YJL097W,PHS1,PTPLA Homolog involved in Sphingolipid biosynthesis 1
S000003634,YJL098W,SAP185,Sit4 Associated Protein
S000003635,YJL099W,CHS6,CHitin Synthase-related
S000003636,YJL100W,LSB6,Las Seventeen Binding protein
S000003637,YJL101C,GSH1,glutathione (GSH)
S000003638,YJL102W,MEF2,Mitochondrial Elongation Factor
S000003639,YJL103C,GSM1,Glucose Starvation Modulator
S000003640,YJL104W,PAM16,Presequence translocase-Associated Motor
S000003641,YJL105W,SET4,SET domain-containing
S000003642,YJL106W,IME2,Inducer of MEiosis
S000003643,YJL107C,,
S000003644,YJL108C,PRM10,Pheromone-Regulated Membrane protein
S000003645,YJL109C,UTP10,U Three Protein
S000003646,YJL110C,GZF3,Gata Zinc Finger protein
S000003647,YJL111W,CCT7,Chaperonin Containing TCP-1
S000003648,YJL112W,MDV1,Mitochondrial DiVision
S000003651,YJL115W,ASF1,Anti-Silencing Function
S000003652,YJL116C,NCA3,Nuclear Control of ATPase
S000003653,YJL117W,PHO86,PHOsphate metabolism
S000003654,YJL118W,,
S000003657,YJL121C,RPE1,Ribulose 5-Phosphate Epimerase
S000003658,YJL122W,ALB1,Arx1 Little Brother
S000003659,YJL123C,MTC1,Maintenance of Telomere Capping
S000003660,YJL124C,LSM1,Like SM
S000003661,YJL125C,GCD14,General Control Nonderepressible
S000003662,YJL126W,NIT2,NITrilase superfamily
S000003663,YJL127C,SPT10,SuPpressor of Ty
S000003664,YJL128C,PBS2,Polymyxin B Sensitivity
S000003665,YJL129C,TRK1,TRansport of potassium (K)
S000003666,YJL130C,URA2,URAcil requiring
S000003667,YJL131C,AIM23,Altered Inheritance rate of Mitochondria
S000003668,YJL132W,,
S000003669,YJL133W,MRS3,Mitochondrial RNA Splicing
S000003670,YJL134W,LCB3,Long-Chain Base
S000003672,YJL136C,RPS21B,Ribosomal Protein of the Small subunit
S000003673,YJL137C,GLG2,Glycogenin-Like Gene
S000003675,YJL139C,YUR1,Yeast Unknown Reading frame
S000003676,YJL140W,RPB4,RNA Polymerase B
S000003677,YJL141C,YAK1,Yet Another Kinase
S000003679,YJL143W,TIM17,Translocase of the Inner Mitochondrial membrane
S000003680,YJL144W,ROQ1,Regulator Of Quality control
S000003681,YJL145W,SFH5,Sec Fourteen Homolog
S000003682,YJL146W,IDS2,IME2-Dependent Signaling
S000003683,YJL147C,SMT1,Suppression of Mitochondrial Translation
S000003684,YJL148W,RPA34,RNA Polymerase A
S000003685,YJL149W,DAS1,Dst1-delta 6-Azauracil Sensitivity
S000003687,YJL151C,SNA3,Sensitivity to NA+
S000003689,YJL153C,INO1,INOsitol requiring
S000003690,YJL154C,VPS35,Vacuolar Protein Sorting
S000003691,YJL155C,FBP26,Fructose BisPhosphatase
S000003692,YJL156C,SSY5,Sulfonylurea Sensitive on YPD
S000003693,YJL157C,FAR1,Factor ARrest
S000003694,YJL158C,CIS3,CIk1 Suppressing
S000003695,YJL159W,HSP150,Heat Shock Protein
S000003696,YJL160C,PIR5,Protein with Internal Repeats
S000003697,YJL161W,FMP33,Found in Mitochondrial Proteome
S000003698,YJL162C,JJJ2,J-protein (Type III)
S000003699,YJL163C,,
S000003700,YJL164C,TPK1,Takashi's Protein Kinase
S000003701,YJL165C,HAL5,HALotolerance
S000003702,YJL166W,QCR8,ubiQuinol-cytochrome C oxidoReductase
S000003703,YJL167W,ERG20,ERGosterol biosynthesis
S000003704,YJL168C,SET2,SET domain-containing
S000003706,YJL170C,ASG7,a-Specific Gene
S000003707,YJL171C,TOH1,TOS One Homolog
S000003708,YJL172W,CPS1,CarboxyPeptidase yscS
S000003709,YJL173C,RFA3,Replication Factor A
S000003710,YJL174W,KRE9,Killer toxin REsistant
S000003712,YJL176C,SWI3,SWItching deficient
S000003713,YJL177W,RPL17B,Ribosomal Protein of the Large subunit
S000003714,YJL178C,ATG27,AuTophaGy related
S000003715,YJL179W,PFD1,PreFolDin
S000003716,YJL180C,ATP12,ATP synthase
S000003717,YJL181W,RBH1,Ran Binding domain Homolog
S000003719,YJL183W,MNN11,MaNNosyltransferase
S000003720,YJL184W,GON7,
S000003721,YJL185C,ATG36,AuTophaGy related
S000003722,YJL186W,MNN5,MaNNosyltransferase
S000003723,YJL187C,SWE1,Saccharomyces WEe1
S000003725,YJL189W,RPL39,Ribosomal Protein of the Large subunit
S000003726,YJL190C,RPS22A,Ribosomal Protein of the Small subunit
S000003727,YJL191W,RPS14B,Ribosomal Protein of the Small subunit
S000003728,YJL192C,SOP4,Suppressor Of Pma1-7
S000003729,YJL193W,,
S000003730,YJL194W,CDC6,Cell Division Cycle
S000003732,YJL196C,ELO1,ELOngation defective
S000003733,YJL197W,UBP12,UBiquitin-specific Protease
S000003734,YJL198W,PHO90,PHOsphate metabolism
S000003736,YJL200C,ACO2,ACOnitase
S000003737,YJL201W,ECM25,ExtraCellular Mutant
S000003739,YJL203W,PRP21,Pre-mRNA Processing
S000003740,YJL204C,RCY1,ReCYcling
S000003741,YJL206C,,
S000003742,YJL205C,NCE101,NonClassical Export
S000003743,YJL207C,LAA1,Large AP-1 Accessory
S000003744,YJL208C,NUC1,NUClease
S000003745,YJL209W,CBP1,Cytochrome B mRNA Processing
S000003746,YJL210W,PEX2,PEroXin
S000003748,YJL212C,OPT1,OligoPeptide Transporter
S000003749,YJL213W,,
S000003750,YJL214W,HXT8,HeXose Transporter
S000003752,YJL216C,IMA5,IsoMAltase
S000003753,YJL217W,REE1,REgulation of Enolase
S000003754,YJL218W,,
S000003761,YJR001W,AVT1,Amino acid Vacuolar Transport
S000003762,YJR002W,MPP10,M Phase Phosphoproteins
S000003763,YJR003C,MRX12,Mitochondrial oRganization of gene eXpression (MIOREX)
S000003764,YJR004C,SAG1,Sexual AGglutination
S000003765,YJR005W,APL1,clathrin Adaptor Protein complex Large chain
S000003766,YJR006W,POL31,POLymerase
S000003767,YJR007W,SUI2,SUppressor of Initiator codon
S000003768,YJR008W,MHO1,Memo HOmolog
S000003769,YJR009C,TDH2,Triose-phosphate DeHydrogenase
S000003770,YJR010C-A,SPC1,Signal Peptidase Complex
S000003771,YJR010W,MET3,METhionine requiring
S000003772,YJR011C,,
S000003773,YJR012C,,
S000003774,YJR013W,GPI14,GlycosylPhosphatidylInositol anchor biosynthesis
S000003775,YJR014W,TMA22,Translation Machinery Associated
S000003776,YJR015W,,
S000003777,YJR016C,ILV3,IsoLeucine-plus-Valine requiring
S000003778,YJR017C,ESS1,ESSential
S000003780,YJR019C,TES1,ThioESterase
S000003782,YJR021C,REC107,RECombination
S000003783,YJR022W,LSM8,Like SM
S000003785,YJR024C,MDE1,Methylthioribulose-1-phosphate DEhydratase
S000003786,YJR025C,BNA1,Biosynthesis of Nicotinic Acid
S000003791,YJR030C,RBH2,Ran Binding domain Homolog
S000003792,YJR031C,GEA1,Guanine nucleotide Exchange on ARF
S000003793,YJR032W,CPR7,Cyclosporin-sensitive Proline Rotamase
S000003794,YJR033C,RAV1,Regulator of (H+)-ATPase in Vacuolar membrane
S000003795,YJR034W,PET191,PETite colonies
S000003796,YJR035W,RAD26,RADiation sensitive
S000003797,YJR036C,HUL4,Hect Ubiquitin Ligase
S000003800,YJR039W,MLO127,Mitochondrially LOcalized protein of 127 kDa
S000003801,YJR040W,GEF1,"Glycerol Ethanol, Ferric requiring"
S000003802,YJR041C,URB2,Unhealthy Ribosome Biogenesis
S000003803,YJR042W,NUP85,NUclear Pore
S000003804,YJR043C,POL32,POLymerase
S000003805,YJR044C,VPS55,Vacuolar Protein Sorting
S000003806,YJR045C,SSC1,Stress-Seventy subfamily C
S000003807,YJR046W,TAH11,Topo-A Hypersensitive
S000003808,YJR047C,ANB1,ANaeroBically induced
S000003809,YJR048W,CYC1,CYtochrome C
S000003810,YJR049C,UTR1,Unidentified TRanscript
S000003811,YJR050W,ISY1,Interactor of SYf1p
S000003812,YJR051W,OSM1,OSMotic sensitivity
S000003813,YJR052W,RAD7,RADiation sensitive
S000003814,YJR053W,BFA1,Byr-Four-Alike
S000003815,YJR054W,KCH1,Potassium (K) regulator of CcH1
S000003816,YJR055W,HIT1,HIgh Temperature growth
S000003817,YJR056C,,
S000003818,YJR057W,CDC8,Cell Division Cycle
S000003819,YJR058C,APS2,clathrin Associated Protein complex Small subunit
S000003820,YJR059W,PTK2,Putative serine/Threonine protein Kinase
S000003821,YJR060W,CBF1,Centromere Binding Factor
S000003822,YJR061W,MNN14,MaNNosyltransferase regulator
S000003823,YJR062C,NTA1,N-Terminal Amidase
S000003824,YJR063W,RPA12,RNA Polymerase A
S000003825,YJR064W,CCT5,Chaperonin Containing TCP-1
S000003826,YJR065C,ARP3,Actin-Related Protein
S000003827,YJR066W,TOR1,Target Of Rapamycin
S000003828,YJR067C,YAE1,
S000003829,YJR068W,RFC2,Replication Factor C
S000003830,YJR069C,HAM1,6-n-HydroxylAMinopurine sensitive
S000003831,YJR070C,LIA1,Ligand of eIF5A
S000003833,YJR072C,NPA3,Nucleolar Preribosomal Associated
S000003834,YJR073C,OPI3,OverProducer of Inositol
S000003835,YJR074W,MOG1,Multicopy suppressor Of ts Gsp1
S000003836,YJR075W,HOC1,Homologous to OCh1
S000003837,YJR076C,CDC11,Cell Division Cycle
S000003838,YJR077C,MIR1,Mitochondrial Import Receptor
S000003839,YJR078W,BNA2,Biosynthesis of Nicotinic Acid
S000003840,YJR079W,,
S000003841,YJR080C,AIM24,Altered Inheritance rate of Mitochondria
S000003842,YJR082C,EAF6,Esa1p-Associated Factor
S000003843,YJR083C,ACF4,Assembly Complementing Factor
S000003844,YJR084W,,
S000003845,YJR085C,TMH11,TMem14 Homolog of 11 kDa
S000003846,YJR086W,STE18,STErile
S000003848,YJR088C,EMC2,ER Membrane protein Complex
S000003849,YJR089W,BIR1,Baculoviral IAP Repeat-containing protein
S000003850,YJR090C,GRR1,Glucose Repression-Resistant
S000003851,YJR091C,JSN1,Just Say No
S000003852,YJR092W,BUD4,BUD site selection
S000003853,YJR093C,FIP1,Factor Interacting with Poly(A) polymerase
S000003854,YJR094C,IME1,Inducer of MEiosis
S000003855,YJR094W-A,RPL43B,Ribosomal Protein of the Large subunit
S000003856,YJR095W,SFC1,Succinate-Fumarate Carrier
S000003857,YJR096W,,
S000003858,YJR097W,JJJ3,J-protein (Type III)
S000003859,YJR098C,,
S000003860,YJR099W,YUH1,Yeast Ubiquitin Hydrolase
S000003861,YJR100C,AIM25,Altered Inheritance of Mitochondria
S000003862,YJR101W,RSM26,Ribosomal Small subunit of Mitochondria
S000003863,YJR102C,VPS25,Vacuolar Protein Sorting
S000003864,YJR103W,URA8,URAcil requiring
S000003865,YJR104C,SOD1,SuperOxide Dismutase
S000003866,YJR105W,ADO1,ADenOsine kinase
S000003867,YJR106W,ECM27,ExtraCellular Mutant
S000003868,YJR107W,LIH1,LIpase Homolog
S000003869,YJR108W,ABM1,Aberrant Microtubules
S000003870,YJR109C,CPA2,Carbamyl Phosphate synthetase A
S000003871,YJR110W,YMR1,Yeast Myotubularin Related
S000003872,YJR111C,PXP2,PeroXisomal Protein
S000003873,YJR112W,NNF1,Necessary for Nuclear Function
S000003874,YJR113C,RSM7,Ribosomal Small subunit of Mitochondria
S000003876,YJR115W,,
S000003877,YJR116W,TDA4,Topoisomerase I Damage Affected
S000003878,YJR117W,STE24,STErile
S000003879,YJR118C,ILM1,Increased Loss of Mitochondrial DNA
S000003880,YJR119C,JHD2,JmjC domain-containing Histone Demethylase
S000003881,YJR120W,,
S000003882,YJR121W,ATP2,ATP synthase
S000003883,YJR122W,IBA57,Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins
S000003884,YJR123W,RPS5,Ribosomal Protein of the Small subunit
S000003885,YJR124C,,
S000003886,YJR125C,ENT3,Epsin N-Terminal homology
S000003887,YJR126C,VPS70,Vacuolar Protein Sorting
S000003888,YJR127C,RSF2,ReSpiration Factor
S000003890,YJR129C,EFM3,Elongation Factor Methyltransferase
S000003891,YJR130C,STR2,Sulfur TRansfer
S000003892,YJR131W,MNS1,
S000003893,YJR132W,NMD5,Nonsense-Mediated mRNA Decay
S000003894,YJR133W,XPT1,Xanthine Phosphoribosyl Transferase
S000003895,YJR134C,SGM1,Slow growth on Galactose and Mannose
S000003896,YJR135C,MCM22,MiniChromosome Maintenance
S000003897,YJR136C,TTI2,Two Tel2-Interacting protein
S000003898,YJR137C,MET5,METhionine requiring
S000003899,YJR138W,IML1,Increased Minichromosome Loss
S000003900,YJR139C,HOM6,HOMoserine requiring
S000003901,YJR140C,HIR3,HIstone Regulation
S000003902,YJR141W,IPA1,Important for cleavage and PolyAdenylation
S000003903,YJR142W,,
S000003904,YJR143C,PMT4,Protein O-MannosylTransferase
S000003905,YJR144W,MGM101,Mitochondrial Genome Maintenance
S000003906,YJR145C,RPS4A,Ribosomal Protein of the Small subunit
S000003907,YJR146W,,
S000003908,YJR147W,HMS2,High-copy Mep Suppressor
S000003909,YJR148W,BAT2,Branched-chain Amino acid Transaminase
S000003910,YJR149W,,
S000003911,YJR150C,DAN1,Delayed ANaerobic
S000003913,YJR152W,DAL5,Degradation of Allantoin
S000003914,YJR153W,PGU1,PolyGalactUronase
S000003915,YJR154W,,
S000003916,YJR155W,AAD10,Aryl-Alcohol Dehydrogenase
S000003924,YLL001W,DNM1,DyNaMin-related
S000003925,YLL002W,RTT109,Regulator of Ty1 Transposition
S000003926,YLL003W,SFI1,Suppressor of Fermentation Induced loss of stress resistance
S000003927,YLL004W,ORC3,Origin Recognition Complex
S000003928,YLL005C,SPO75,SPOrulation
S000003929,YLL006W,MMM1,Maintenance of Mitochondrial Morphology
S000003930,YLL007C,LMO1,eLMO homolog
S000003931,YLL008W,DRS1,Deficiency of Ribosomal Subunits
S000003932,YLL009C,COX17,Cytochrome c OXidase
S000003933,YLL010C,PSR1,Plasma membrane Sodium Response
S000003934,YLL011W,SOF1,Suppressor Of Fibrillarin
S000003935,YLL012W,YEH1,Yeast steryl Ester Hydrolase
S000003936,YLL013C,PUF3,PUmilio-homology domain Family
S000003937,YLL014W,EMC6,ER Membrane protein Complex
S000003938,YLL015W,BPT1,Bile Pigment Transporter
S000003941,YLL018C,DPS1,
S000003942,YLL019C,KNS1,Kinase Next to SPA2
S000003944,YLL021W,SPA2,Spindle Pole Antigen
S000003945,YLL022C,HIF1,Hat1 Interacting Factor
S000003946,YLL023C,POM33,"POre Membrane, 33 kDa"
S000003948,YLL025W,PAU17,seriPAUperin
S000003949,YLL026W,HSP104,Heat Shock Protein
S000003950,YLL027W,ISA1,Iron Sulfur Assembly
S000003951,YLL028W,TPO1,Transporter of POlyamines
S000003952,YLL029W,FRA1,Fe Repressor of Activation
S000003954,YLL031C,GPI13,GlycosylPhosphatidylInositol anchor biosynthesis
S000003955,YLL032C,,
S000003956,YLL033W,IRC19,Increased Recombination Centers
S000003957,YLL034C,RIX7,RIbosome eXport
S000003958,YLL035W,GRC3,
S000003959,YLL036C,PRP19,Pre-RNA Processing
S000003961,YLL038C,ENT4,Epsin N-Terminal homology
S000003962,YLL039C,UBI4,Ubiquitin
S000003963,YLL040C,VPS13,Vacuolar Protein Sorting
S000003964,YLL041C,SDH2,Succinate DeHydrogenase
S000003965,YLL042C,ATG10,AuTophaGy related
S000003966,YLL043W,FPS1,fdp1 Suppressor
S000003968,YLL045C,RPL8B,Ribosomal Protein of the Large subunit
S000003969,YLL046C,RNP1,RiboNucleoProtein
S000003971,YLL048C,YBT1,Yeast Bile Transporter
S000003972,YLL049W,LDB18,Low Dye Binding
S000003973,YLL050C,COF1,COFilin
S000003974,YLL051C,FRE6,Ferric REductase
S000003975,YLL052C,AQY2,AQuaporin from Yeast
S000003976,YLL053C,,
S000003977,YLL054C,,
S000003978,YLL055W,YCT1,Yeast Cysteine Transporter
S000003979,YLL056C,,
S000003980,YLL057C,JLP1,dnaJ-Like Protein
S000003981,YLL058W,,
S000003983,YLL060C,GTT2,GlutaThione Transferase
S000003984,YLL061W,MMP1,S-MethylMethionine Permease
S000003985,YLL062C,MHT1,S-Methylmethionine-Homocysteine methylTransferase
S000003986,YLL063C,AYT1,AcetYlTransferase
S000003991,YLR001C,,
S000003992,YLR002C,NOC3,NucleOlar Complex associated
S000003993,YLR003C,CMS1,Complementation of Mcm-10 Suppressor
S000003994,YLR004C,THI73,THI regulon
S000003995,YLR005W,SSL1,Suppressor of Stem-Loop mutation
S000003996,YLR006C,SSK1,Suppressor of Sensor Kinase
S000003997,YLR007W,NSE1,Non-SMC Element
S000003998,YLR008C,PAM18,Presequence translocase-Associated Motor
S000003999,YLR009W,RLP24,Ribosomal-Like Protein
S000004000,YLR010C,TEN1,TElomeric pathways with STn1
S000004001,YLR011W,LOT6,LOw Temperature-responsive
S000004002,YLR012C,,
S000004003,YLR013W,GAT3,
S000004004,YLR014C,PPR1,Pyrimidine Pathway Regulation
S000004005,YLR015W,BRE2,BREfeldin A sensitivity
S000004006,YLR016C,PML1,Pre-mRNA Leakage
S000004007,YLR017W,MEU1,Multicopy Enhancer of UAS2
S000004008,YLR018C,POM34,POre Membrane
S000004009,YLR019W,PSR2,Plasma membrane Sodium Response
S000004010,YLR020C,YEH2,Yeast steryl Ester Hydrolase
S000004011,YLR021W,IRC25,Increased Recombination Centers
S000004012,YLR022C,SDO1,
S000004013,YLR023C,IZH3,Implicated in Zinc Homeostasis
S000004014,YLR024C,UBR2,
S000004015,YLR025W,SNF7,Sucrose NonFermenting
S000004016,YLR026C,SED5,Suppressor of Erd2 Deletion
S000004017,YLR027C,AAT2,Aspartate AminoTransferase
S000004018,YLR028C,ADE16,ADEnine
S000004019,YLR029C,RPL15A,Ribosomal Protein of the Large subunit
S000004020,YLR030W,,
S000004021,YLR031W,,
S000004022,YLR032W,RAD5,RADiation sensitive
S000004023,YLR033W,RSC58,Remodel the Structure of Chromatin
S000004024,YLR034C,SMF3,
S000004025,YLR035C,MLH2,MutL Homolog
S000004026,YLR036C,,
S000004027,YLR037C,PAU23,seriPAUperin family
S000004028,YLR038C,COX12,Cytochrome c OXidase
S000004029,YLR039C,RIC1,RIbosome Control
S000004030,YLR040C,AFB1,A-Factor Barrier
S000004032,YLR042C,,
S000004033,YLR043C,TRX1,ThioRedoXin
S000004034,YLR044C,PDC1,Pyruvate DeCarboxylase
